# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/human_genome/Homo_sapiens.GRCh38.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "human60705_heartReclassedAsLiver_rna_dupsRemoved.bam" "human60705_kidney_rna_dupsRemoved.bam" "human60705_liver_rna_dupsRemoved.bam" "human60705_lung_rna_dupsRemoved.bam" "human61317_heart_rna_dupsRemoved.bam" "human61317_kidney_rna_dupsRemoved.bam" "human61317_liver_rna_dupsRemoved.bam" "human61317_lung_rna_dupsRemoved.bam" "human62789_heart_rna_dupsRemoved.bam" "human62789_kidney_rna_dupsRemoved.bam" "human62789_liver_rna_dupsRemoved.bam" "human62789_lung_rna_dupsRemoved.bam" "human62905_heart_rna_dupsRemoved.bam" "human62905_kidney_rna_dupsRemoved.bam" "human62905_liver_rna_dupsRemoved.bam" "human62905_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	human60705_heartReclassedAsLiver_rna_dupsRemoved.bam	human60705_kidney_rna_dupsRemoved.bam	human60705_liver_rna_dupsRemoved.bam	human60705_lung_rna_dupsRemoved.bam	human61317_heart_rna_dupsRemoved.bam	human61317_kidney_rna_dupsRemoved.bam	human61317_liver_rna_dupsRemoved.bam	human61317_lung_rna_dupsRemoved.bam	human62789_heart_rna_dupsRemoved.bam	human62789_kidney_rna_dupsRemoved.bam	human62789_liver_rna_dupsRemoved.bam	human62789_lung_rna_dupsRemoved.bam	human62905_heart_rna_dupsRemoved.bam	human62905_kidney_rna_dupsRemoved.bam	human62905_liver_rna_dupsRemoved.bam	human62905_lung_rna_dupsRemoved.bam
gene:ENSG00000145354	4	102868974	102892807	+	23834	123	112	109	90	53	63	91	118	7	98	91	142	50	174	66	171
gene:ENSG00000164037	4	102885048	103019719	-	134672	48	62	38	88	27	30	43	31	23	70	27	60	45	55	94	131
gene:ENSG00000164038	4	103019868	103085829	-	65962	1781	190	1310	266	474	52	1239	321	31	109	614	203	203	126	630	536
gene:ENSG00000164039	4	103077592	103099870	-	22279	351	589	280	291	62	151	126	199	53	604	368	377	132	400	137	305
gene:ENSG00000138778	4	103105349	103198445	-	93097	104	26	51	71	10	16	22	53	5	30	22	35	15	46	70	116
gene:ENSG00000169836	4	103586031	103719985	-	133955	15	26	13	13	12	33	26	28	5	47	18	53	22	138	41	39
gene:ENSG00000168772	4	104468308	104494901	-	26594	29	22	33	35	25	18	24	69	13	48	53	89	102	34	37	90
gene:ENSG00000168769	4	105145875	105279816	+	133942	478	488	297	519	302	527	386	724	71	718	289	1365	552	1076	648	2216
gene:ENSG00000138777	4	105369077	105474067	-	104991	1685	1536	1203	984	539	603	690	1066	158	1574	697	1817	869	1565	877	1836
gene:ENSG00000236699	4	105552620	105708093	+	155474	78	675	61	138	36	594	62	235	10	312	32	1021	30	525	93	134
gene:ENSG00000138785	4	105682627	105895986	-	213360	23	31	16	22	7	12	14	33	4	47	6	69	8	74	21	60
gene:ENSG00000138780	4	105708778	105847725	+	138948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000168743	4	105894775	106004027	+	109253	141	2557	109	3095	112	1691	227	4074	32	3657	192	4411	187	4798	247	5165
gene:ENSG00000145348	4	106041599	106316683	-	275085	752	775	487	649	527	1093	922	1181	71	1241	426	1197	675	1831	784	2166
gene:ENSG00000164022	4	106315544	106349456	+	33913	993	976	710	772	682	652	667	872	120	1102	484	958	769	1205	498	1625
gene:ENSG00000250298	4	106357485	106368778	-	11294	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000155011	4	106921802	107283806	-	362005	61	86	51	315	60	44	70	275	42	101	29	448	112	95	146	713
gene:ENSG00000138801	4	107590276	107720234	-	129959	285	849	219	882	231	603	263	1399	79	1118	239	1391	294	1247	267	1716
gene:ENSG00000164023	4	107824563	107915047	+	90485	515	427	362	730	689	354	256	1176	37	717	366	1113	466	1055	301	1229
gene:ENSG00000155016	4	107931549	107953461	+	21913	340	270	217	325	298	135	263	378	53	373	293	404	342	293	135	677
gene:ENSG00000138796	4	107989714	108035175	+	45462	2270	1200	1788	797	1718	646	1122	966	302	1875	1841	921	2074	1825	1047	1273
gene:ENSG00000138795	4	108047545	108168956	-	121412	24	122	18	139	28	141	22	186	11	253	17	390	31	663	68	633
gene:ENSG00000109475	4	108620566	108630412	+	9847	751	688	589	567	477	452	529	664	206	651	480	615	460	735	608	892
gene:ENSG00000198856	4	108650585	108667820	+	17236	887	609	658	494	531	499	769	593	49	629	653	508	451	749	694	953
gene:ENSG00000164089	4	108742048	108763054	-	21007	957	15	682	15	21	4	328	16	17	189	1764	6	166	38	352	39
gene:ENSG00000188517	4	108808725	109302752	-	494028	189	133	147	72	96	89	170	110	25	281	79	130	114	244	297	155
gene:ENSG00000138802	4	109433772	109540896	+	107125	1441	834	1020	948	635	549	816	1456	108	949	1209	2040	1004	1245	994	2307
gene:ENSG00000005059	4	109560209	109688719	+	128511	393	503	335	586	368	269	253	667	62	405	242	575	431	509	402	1025
gene:ENSG00000138794	4	109688622	109703583	-	14962	419	495	303	199	129	449	278	348	28	368	254	224	136	511	259	394
gene:ENSG00000123739	4	109709989	109730070	-	20082	518	495	355	273	256	573	288	339	59	710	347	424	430	911	317	541
gene:ENSG00000285330	4	109713916	109801999	-	88084	357	344	285	37	48	184	166	103	10	94	209	57	42	425	267	109
gene:ENSG00000205403	4	109740694	109802179	-	61486	7	11	4	5	4	4	3	18	1	10	3	10	7	16	3	18
gene:ENSG00000109534	4	109815510	109824740	+	9231	214	258	153	143	232	165	173	222	32	276	146	155	161	227	144	345
gene:ENSG00000180245	4	109827972	109849123	+	21152	14	12	14	5	1	16	10	11	3	33	7	23	5	23	10	19
gene:ENSG00000183423	4	109848107	109872315	+	24209	23	19	14	17	21	43	22	14	4	48	19	15	10	42	16	18
gene:ENSG00000138798	4	109912883	110013766	+	100884	25	195	32	31	396	3190	23	79	29	6613	21	130	301	5136	59	263
gene:ENSG00000170522	4	110045846	110199199	-	153354	1461	410	1086	219	104	612	569	243	23	478	2365	190	92	539	542	299
gene:ENSG00000138792	4	110365733	110565285	+	199553	734	1988	588	676	250	1442	787	721	137	3955	965	692	1643	5273	1490	1314
gene:ENSG00000164093	4	110617423	110642123	-	24701	1	20	0	0	10	17	5	2	0	27	0	0	0	15	2	2
gene:ENSG00000174749	4	112145454	112195256	+	49803	264	184	179	296	990	193	335	947	59	413	158	745	907	389	318	926
gene:ENSG00000138660	4	112231740	112273110	+	41371	776	521	501	295	242	220	428	610	30	693	314	549	278	898	378	668
gene:ENSG00000145365	4	112274537	112285904	-	11368	256	181	151	123	203	128	194	723	20	128	133	381	305	228	280	259
gene:ENSG00000073331	4	112285509	112442621	+	157113	776	790	498	709	537	722	890	956	101	750	286	1210	474	1125	1253	1818
gene:ENSG00000178403	4	112513516	112516180	-	2665	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000138658	4	112539333	112636995	-	97663	224	232	139	278	103	85	150	228	71	280	178	355	194	221	284	547
gene:ENSG00000174720	4	112637107	112657592	+	20486	921	880	674	754	711	720	645	758	157	1100	476	783	979	1113	493	1411
gene:ENSG00000145362	4	112818032	113384221	+	566190	356	2417	303	887	1349	1689	338	619	415	4555	390	803	2325	3870	691	1805
gene:ENSG00000145349	4	113451032	113761927	-	310896	1200	777	804	1008	2006	369	891	2008	223	789	830	2101	2841	845	790	2821
gene:ENSG00000180801	4	113900284	113979727	-	79444	128	269	95	174	114	115	123	992	18	438	97	500	123	440	98	602
gene:ENSG00000174607	4	114598770	114678225	+	79456	21	408	6	31	15	1488	17	55	5	1257	5	25	6	1382	25	57
gene:ENSG00000138653	4	114827763	115113876	-	286114	18	15	25	10	10	10	31	15	8	36	22	16	17	20	102	30
gene:ENSG00000270394	4	116298876	116300320	+	1445	1	5	0	0	29	14	2	1	20	18	26	4	13	14	21	6
gene:ENSG00000174599	4	117083554	117085576	-	2023	47	145	33	79	27	195	26	71	6	262	28	97	30	139	16	96
gene:ENSG00000164100	4	118033618	118258634	+	225017	126	103	74	62	139	164	194	207	15	220	136	137	82	199	120	127
gene:ENSG00000164099	4	118280038	118353003	-	72966	33	165	31	364	8	15	23	261	2	58	35	1363	13	96	39	760
gene:ENSG00000145388	4	118685392	118715433	+	30042	795	456	526	448	259	312	437	660	50	554	515	616	417	582	421	954
gene:ENSG00000150961	4	118722823	118838683	-	115861	1478	475	1094	780	601	201	1341	1339	118	428	753	1477	740	645	1043	1767
gene:ENSG00000172403	4	118850688	119061247	+	210560	433	1187	390	1586	2434	274	559	1664	368	774	241	2121	3715	1193	762	4062
gene:ENSG00000172399	4	119135784	119187789	+	52006	147	32	17	46	3779	24	24	35	898	57	35	37	6563	65	36	1042
gene:ENSG00000145390	4	119212587	119295517	+	82931	693	1111	547	2720	875	831	486	3020	42	1017	200	3901	1144	1990	469	3670
gene:ENSG00000164096	4	119296419	119304445	-	8027	1405	1415	1200	1413	1025	844	917	1463	238	1555	1154	1712	1250	1763	1011	2045
gene:ENSG00000145384	4	119317250	119322138	-	4889	0	0	1	0	33	1	0	1	6	22	1	0	51	18	2	1
gene:ENSG00000138735	4	119494397	119628804	-	134408	680	1213	452	1728	523	700	583	1447	229	1333	461	3593	1089	1676	575	4590
gene:ENSG00000164109	4	120055623	120066858	-	11236	103	73	63	45	20	11	18	52	1	46	22	45	25	53	16	70
gene:ENSG00000138738	4	120684919	120922870	-	237952	58	335	48	399	177	162	98	568	34	444	49	916	342	442	173	1051
gene:ENSG00000173376	4	121035613	121073021	-	37409	18	344	11	966	214	293	213	2436	99	1387	15	3035	382	2495	87	2906
gene:ENSG00000050730	4	121131408	121227466	-	96059	21	17	21	76	5	5	16	39	8	8	8	94	8	18	55	141
gene:ENSG00000186867	4	121328642	121381059	-	52418	132	334	99	71	57	80	64	122	33	259	47	154	174	326	67	176
gene:ENSG00000164111	4	121667946	121696995	-	29050	1860	2341	1489	2749	1513	1248	1317	3875	504	1685	818	4328	2135	2113	1219	3627
gene:ENSG00000164112	4	121758930	121765427	-	6498	0	1	1	2	0	0	1	3	0	0	1	3	114	1	6	6
gene:ENSG00000123737	4	121801317	121817021	+	15705	388	388	239	439	209	193	192	458	71	422	214	471	383	409	192	787
gene:ENSG00000145386	4	121816444	121823933	-	7490	107	35	73	36	130	143	150	146	12	53	19	37	72	137	67	318
gene:ENSG00000138686	4	121824329	121870487	-	46159	167	316	132	260	128	199	156	413	30	327	58	422	242	455	130	871
gene:ENSG00000138741	4	121874481	121952060	-	77580	11	19	4	71	16	11	19	119	7	25	10	272	35	11	49	358
gene:ENSG00000138688	4	122152333	122362758	+	210426	1380	1314	848	1355	776	1366	973	1944	212	2610	825	2991	1368	3172	1213	4309
gene:ENSG00000164113	4	122378966	122429802	+	50837	12	6	4	4	2	7	8	7	3	9	7	10	4	5	35	13
gene:ENSG00000109471	4	122451470	122456725	-	5256	1	6	4	3	0	0	1	29	0	0	0	17	0	3	6	35
gene:ENSG00000138684	4	122610108	122621066	-	10959	6	3	5	2	5	3	3	5	2	10	3	4	1	11	9	8
gene:ENSG00000181004	4	122732702	122744942	+	12241	38	279	17	90	126	180	31	135	11	282	13	100	91	265	13	224
gene:ENSG00000138685	4	122826708	122898236	+	71529	104	47	57	39	41	133	117	99	17	150	71	84	118	115	93	211
gene:ENSG00000170917	4	122888697	122922968	-	34272	266	126	196	59	53	104	60	50	28	184	103	85	106	170	84	94
gene:ENSG00000145375	4	122923078	123319433	+	396356	335	328	209	287	127	122	177	304	44	318	139	561	196	311	342	598
gene:ENSG00000164056	4	123396795	123403760	+	6966	360	688	343	1149	1739	287	825	1747	262	411	152	2142	2135	833	729	2389
gene:ENSG00000151458	4	124664048	124712732	-	48685	406	249	321	322	216	161	177	888	54	431	286	1394	280	563	249	1407
gene:ENSG00000196159	4	125316399	125492932	+	176534	401	213	251	720	350	242	261	869	125	788	220	1584	497	518	331	2436
gene:ENSG00000164066	4	127623271	127726737	+	103467	160	504	119	403	117	436	76	504	50	647	75	720	575	704	145	1058
gene:ENSG00000151475	4	127730400	127774292	+	43893	8	3	7	5	0	8	10	6	2	12	3	8	8	12	20	10
gene:ENSG00000164070	4	127781821	127840733	+	58913	847	876	551	439	1037	1755	2070	1044	161	1289	444	554	803	2025	898	786
gene:ENSG00000142731	4	127880893	127899224	+	18332	84	69	46	89	3	5	13	31	4	33	27	56	11	35	39	90
gene:ENSG00000164073	4	127917732	127966034	-	48303	627	628	395	480	171	270	293	436	71	681	464	579	345	745	364	1069
gene:ENSG00000164074	4	127965306	128039927	+	74622	902	638	593	409	207	366	407	543	96	690	425	760	843	961	655	1169
gene:ENSG00000138709	4	128061286	128222931	+	161646	2127	809	1471	593	600	437	2502	1017	146	764	1084	874	678	1108	1975	1201
gene:ENSG00000164040	4	128269237	128288829	-	19593	1608	1168	1227	1025	950	843	1083	1294	114	1430	1422	1120	1041	1526	641	1619
gene:ENSG00000077684	4	128809700	128875224	+	65525	334	489	244	406	228	276	247	774	33	564	112	559	385	904	261	1372
gene:ENSG00000151466	4	128864921	129093600	-	228680	219	239	148	349	150	142	160	295	30	322	123	707	308	348	339	1063
gene:ENSG00000151470	4	129093317	129116640	+	23324	261	315	220	303	57	248	82	304	31	550	148	570	281	454	177	729
gene:ENSG00000280059	4	130808507	130811933	+	3427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000138650	4	133149294	133208606	+	59313	3	205	7	24	17	33	14	124	1	84	8	193	18	96	16	222
gene:ENSG00000254535	4	134196333	134201789	-	5457	7	28	6	7	78	52	9	102	15	50	4	29	41	46	17	54
gene:ENSG00000279749	4	136553236	136553739	+	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000189184	4	137518918	137532494	-	13577	56	91	49	301	589	72	187	552	68	278	73	658	114	141	34	835
gene:ENSG00000280352	4	137601899	137602433	-	535	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	3
gene:ENSG00000151012	4	138164097	138242349	-	78253	287	26	196	57	77	21	27	61	1	18	8	89	18	26	27	179
gene:ENSG00000151014	4	139015781	139045939	+	30159	21	14	15	15	18	12	24	27	6	22	9	38	17	50	60	73
gene:ENSG00000109381	4	139028112	139177218	-	149107	1397	1294	940	1414	1234	1018	1723	2013	365	1276	754	2596	1624	2101	2463	4455
gene:ENSG00000137463	4	139266165	139280225	-	14061	2	17	2	11	31	16	21	25	3	18	0	6	35	19	0	26
gene:ENSG00000109390	4	139266880	139302551	-	35672	428	515	362	340	585	471	379	368	207	718	302	382	899	832	394	623
gene:ENSG00000164134	4	139301505	139420033	+	118529	927	686	654	666	718	521	842	999	107	915	534	1089	766	1055	632	1497
gene:ENSG00000172007	4	139453232	139476609	+	23378	834	181	628	174	307	111	555	672	30	164	386	599	300	313	488	789
gene:ENSG00000145391	4	139495941	139606699	-	110759	2557	700	1907	1115	1634	637	1250	1663	300	808	1160	1918	1673	845	939	2827
gene:ENSG00000085871	4	139665768	139740745	+	74978	1517	1226	1318	1097	1122	952	1359	1177	387	1365	1166	1306	1282	1419	1226	1556
gene:ENSG00000196782	4	139716753	140154184	-	437432	540	332	399	388	158	155	243	482	111	544	304	1399	188	478	540	783
gene:ENSG00000153130	4	140257286	140385726	+	128441	993	1299	725	728	889	1066	704	1005	116	1661	789	1035	1374	1807	802	1517
gene:ENSG00000153132	4	140388453	140427661	-	39209	124	35	61	32	357	43	46	23	92	21	25	54	952	60	28	116
gene:ENSG00000205301	4	140442262	140498377	-	56116	7	7	4	2	4	5	10	4	1	8	4	6	5	6	33	11
gene:ENSG00000280262	4	140498402	140501330	+	2929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000179387	4	140524168	140553770	+	29603	706	530	451	374	281	362	300	396	50	658	375	464	479	749	300	835
gene:ENSG00000109424	4	140559431	140568961	-	9531	0	1	1	2	0	0	0	7	2	3	0	29	49	1	0	1
gene:ENSG00000109436	4	140620782	140756385	-	135604	878	1108	701	813	559	779	557	1905	153	1331	488	3052	907	2153	461	2783
gene:ENSG00000170153	4	140859807	141212877	-	353071	80	399	56	144	924	1236	170	262	155	1331	63	586	1215	1300	191	571
gene:ENSG00000109445	4	141220887	141234697	+	13811	1137	539	804	552	1164	457	861	1327	181	652	549	930	1985	999	895	1639
gene:ENSG00000164136	4	141636583	141733987	+	97405	124	270	87	330	141	149	109	365	29	254	105	466	184	290	188	529
gene:ENSG00000109452	4	142023160	142847432	-	824273	174	916	153	901	399	236	197	828	128	604	90	1453	826	883	545	1786
gene:ENSG00000170185	4	143184917	143223874	+	38958	991	361	729	376	571	354	618	1019	49	555	346	786	540	818	564	1170
gene:ENSG00000109458	4	143336762	143474568	+	137807	609	723	479	826	1264	758	674	2263	229	961	440	2796	1550	1087	725	2303
gene:ENSG00000153147	4	143513702	143557486	+	43785	1090	1270	765	1307	1130	866	922	2804	185	1464	532	2798	1350	1739	824	3110
gene:ENSG00000183090	4	143577302	143700675	-	123374	34	43	17	13	14	21	14	15	6	70	8	146	26	41	42	85
gene:ENSG00000197465	4	143870864	143905563	-	34700	18	18	12	25	22	17	14	47	9	45	10	120	18	22	29	89
gene:ENSG00000250361	4	143996104	144019345	-	23242	16	6	8	20	7	6	10	4	1	13	2	17	7	15	30	21
gene:ENSG00000170180	4	144109303	144140751	-	31449	43	11	27	39	4	2	12	6	2	56	4	20	7	62	38	13
gene:ENSG00000285713	4	144210701	145098174	-	887474	89	152	95	94	39	63	111	246	32	292	60	260	83	324	164	169
gene:ENSG00000164161	4	144646156	144745271	+	99116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000164162	4	144831908	145098541	-	266634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000164163	4	145098288	145129524	+	31237	115	57	96	53	39	18	31	92	8	87	20	74	64	101	35	168
gene:ENSG00000164164	4	145110838	145180589	-	69752	986	573	662	641	924	1205	800	1392	129	1062	612	1622	846	1394	797	2320
gene:ENSG00000278943	4	145376909	145377957	+	1049	96	139	75	131	140	123	110	169	22	212	80	158	84	161	90	166
gene:ENSG00000170365	4	145481194	145559176	+	77983	674	518	483	341	516	418	744	757	93	564	422	579	347	577	490	592
gene:ENSG00000151611	4	145599042	145660033	+	60992	1011	392	704	230	155	230	450	284	39	529	480	323	228	585	534	474
gene:ENSG00000237136	4	145680115	145771032	+	90918	18	24	17	12	11	17	25	38	13	23	10	28	13	23	45	33
gene:ENSG00000151612	4	145757627	145938823	-	181197	36	158	31	63	34	206	50	220	23	321	21	324	89	375	148	238
gene:ENSG00000279481	4	145830456	145832980	-	2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000164167	4	146175703	146200000	+	24298	235	213	206	315	270	196	284	328	39	286	156	340	209	347	187	715
gene:ENSG00000279845	4	146180851	146181316	+	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000250673	4	146214515	146230878	+	16364	37	24	22	36	1	5	2	11	7	64	7	31	5	18	13	46
gene:ENSG00000280250	4	146231892	146232267	+	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000120519	4	146253975	146521964	-	267990	331	191	233	254	92	170	323	421	35	280	148	564	163	325	355	721
gene:ENSG00000151615	4	146638893	146642474	+	3582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000137473	4	146706638	146945882	-	239245	20	28	17	96	11	15	26	53	6	31	19	241	20	24	79	144
gene:ENSG00000279376	4	147025914	147030072	+	4159	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene:ENSG00000151617	4	147480917	147544954	+	64038	96	262	80	787	177	99	154	833	172	335	76	2015	887	306	150	1505
gene:ENSG00000280219	4	147487971	147496062	+	8092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000164168	4	147617386	147672044	+	54659	917	733	683	555	466	716	747	994	80	1211	379	618	453	1246	398	1320
gene:ENSG00000164169	4	147637785	147684163	-	46379	70	44	59	30	14	24	30	77	9	86	18	120	62	69	33	134
gene:ENSG00000071205	4	147732063	148072776	+	340714	416	755	397	1001	836	174	295	1015	205	421	221	871	1299	588	508	1661
gene:ENSG00000151623	4	148078762	148444698	-	365937	617	646	458	527	313	644	349	1304	114	1443	468	1783	517	1334	477	1181
gene:ENSG00000279016	4	148819351	148819956	-	606	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
gene:ENSG00000234828	4	149351903	149896233	-	544331	54	40	38	43	28	34	74	54	15	51	43	69	44	72	134	93
gene:ENSG00000170390	4	150078445	150257438	+	178994	136	375	122	353	383	423	258	491	189	477	69	864	602	558	381	943
gene:ENSG00000198589	4	150264435	151015727	-	751293	1377	1254	976	956	249	1030	607	1218	141	2275	714	2341	661	2411	1205	2081
gene:ENSG00000181541	4	150582151	150584693	+	2543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000145425	4	151099624	151104642	+	5019	361	385	299	380	253	209	233	398	117	366	207	392	295	384	219	544
gene:ENSG00000109686	4	151102751	151325632	-	222882	2518	1472	1973	3081	1331	405	1474	2931	273	1459	968	3767	1783	1259	1055	4914
gene:ENSG00000189099	4	151277171	151291453	+	14283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000164142	4	151409176	151670503	+	261328	164	390	114	203	545	468	244	615	71	453	79	476	307	856	275	489
gene:ENSG00000059691	4	151670504	151761007	-	90504	827	588	593	261	682	468	366	340	199	779	307	316	1079	933	250	545
gene:ENSG00000109670	4	152320544	152536092	-	215549	576	459	324	666	682	261	553	760	136	414	376	1355	1210	560	661	1565
gene:ENSG00000170006	4	152618628	152680012	-	61385	84	130	42	227	108	39	114	143	26	37	41	311	177	125	323	802
gene:ENSG00000169989	4	152769354	152779730	-	10377	4	48	4	28	5	51	6	22	0	104	4	43	18	74	9	60
gene:ENSG00000164144	4	152779937	152918463	+	138527	683	814	461	652	253	410	352	646	50	941	390	1027	375	876	436	1238
gene:ENSG00000137460	4	152936352	152979696	+	43345	41	128	31	248	114	192	105	974	6	128	13	405	28	314	84	457
gene:ENSG00000109654	4	153152342	153339317	+	186976	783	1434	573	666	568	1891	484	990	111	2861	513	1297	551	2763	544	1518
gene:ENSG00000121211	4	153344649	153415118	+	70470	45	44	32	32	7	12	16	20	6	40	26	28	18	45	54	45
gene:ENSG00000121210	4	153466346	153636711	+	170366	1330	367	976	555	255	142	606	756	81	320	863	1419	482	433	708	1101
gene:ENSG00000137462	4	153684070	153705702	+	21633	250	471	148	1023	87	149	352	1048	24	165	65	1159	315	252	666	2248
gene:ENSG00000145428	4	153710160	153760024	-	49865	28	48	14	96	23	18	44	62	6	16	13	56	56	18	71	131
gene:ENSG00000145423	4	153780591	153789083	-	8493	4	308	4	568	84	3	9	656	5	35	2	931	30	36	19	1177
gene:ENSG00000197410	4	154231742	154491799	-	260058	18	274	19	53	15	9	26	47	13	48	20	65	16	69	68	139
gene:ENSG00000171566	4	154535005	154550400	-	15396	1106	734	850	556	331	310	441	777	97	941	538	731	547	981	574	1318
gene:ENSG00000171564	4	154562956	154571086	+	8131	8866	808	7110	1939	1325	313	4339	225	127	92	4082	123	1417	1117	5499	269
gene:ENSG00000171560	4	154583128	154590745	-	7618	10531	1009	9518	2632	1746	418	7710	345	164	102	7007	181	2017	1350	8509	374
gene:ENSG00000171557	4	154604134	154612967	-	8834	10597	684	8693	1862	1354	274	6356	338	111	73	4451	140	1324	414	7865	228
gene:ENSG00000121207	4	154626945	154753120	+	126176	247	167	144	29	29	41	141	214	2	33	308	36	26	82	219	20
gene:ENSG00000151962	4	154781213	154828813	+	47601	13	22	7	4	3	4	30	11	0	4	5	6	5	13	38	10
gene:ENSG00000185149	4	155208636	155217078	+	8443	0	8	0	0	2	0	0	0	1	1	0	0	3	7	0	2
gene:ENSG00000164114	4	155342658	155376970	-	34313	38	376	26	166	127	285	39	221	18	543	23	376	255	604	38	622
gene:ENSG00000164116	4	155666711	155732349	+	65639	186	466	138	451	465	881	315	765	284	785	154	1764	821	626	184	1576
gene:ENSG00000061918	4	155758992	155807774	+	48783	192	514	135	511	425	302	346	866	225	511	131	1557	793	572	263	1433
gene:ENSG00000256394	4	155829729	155866277	-	36549	3	2	4	1	0	21	2	2	0	18	0	2	3	0	5	5
gene:ENSG00000151790	4	155854738	155920406	+	65669	3624	43	2920	188	70	20	1751	23	8	33	1286	42	76	19	1788	75
gene:ENSG00000256043	4	155924118	155953866	-	29749	870	600	686	660	54	133	154	220	105	766	413	959	221	452	377	986
gene:ENSG00000145431	4	156760454	156971799	-	211346	734	893	502	523	208	195	301	567	20	525	478	534	261	591	375	575
gene:ENSG00000280284	4	156876435	156876820	+	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000278880	4	156886645	156886862	+	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000109738	4	157076125	157172090	+	95966	60	111	48	109	134	145	42	153	7	208	29	129	209	177	43	340
gene:ENSG00000120251	4	157204182	157366075	+	161894	20	23	7	27	9	18	15	18	9	33	9	25	20	39	50	34
gene:ENSG00000279703	4	157818101	157818572	-	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000279994	4	157945817	157946642	-	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000279139	4	158109500	158110153	-	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000280140	4	158111361	158111931	-	571	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
gene:ENSG00000164125	4	158124474	158173318	-	48845	206	273	134	488	1338	148	260	669	316	587	118	536	1778	355	449	870
gene:ENSG00000164124	4	158201604	158255416	+	53813	101	210	67	184	277	64	55	178	87	154	36	225	529	133	138	359
gene:ENSG00000171509	4	158315311	158653372	+	338062	184	244	113	254	63	74	394	374	21	292	69	725	60	293	332	906
gene:ENSG00000205208	4	158666675	158672255	-	5581	67	117	40	93	75	51	23	178	24	100	39	193	105	108	31	231
gene:ENSG00000171503	4	158672125	158709623	+	37499	2466	569	1860	443	1877	1015	1281	688	198	1025	962	558	1965	1679	1103	1278
gene:ENSG00000171497	4	158709127	158723396	-	14270	999	595	728	386	959	887	1063	844	104	797	689	563	654	1079	524	1033
gene:ENSG00000052795	4	158769026	158908050	+	139025	557	229	338	186	936	265	363	473	72	663	124	1211	675	987	296	727
gene:ENSG00000164123	4	158893134	159038760	-	145627	120	94	86	77	69	69	83	96	27	104	100	122	79	129	129	137
gene:ENSG00000109756	4	159103013	159360174	+	257162	1367	798	915	873	921	582	860	1497	388	1272	822	2918	1514	1465	1002	2880
gene:ENSG00000168843	4	161383897	162164004	-	780108	82	59	63	54	39	41	99	73	23	86	66	94	44	105	296	141
gene:ENSG00000145414	4	163110073	163166890	-	56818	357	422	267	348	252	221	266	622	45	512	161	828	409	521	267	798
gene:ENSG00000164128	4	163323962	163344832	-	20871	349	417	235	54	41	339	281	101	15	1076	195	83	87	739	385	155
gene:ENSG00000164129	4	163343892	163351934	+	8043	16	34	10	6	3	23	21	6	1	95	9	9	4	56	11	11
gene:ENSG00000151005	4	163471095	163473754	-	2660	0	1	1	0	0	0	1	0	0	0	1	2	0	0	1	2
