# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/chimp_genome/Pan_troglodytes.Pan_tro_3.0.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "chimp4x0516_heart_rna_dupsRemoved.bam" "chimp4x0516_kidney_rna_dupsRemoved.bam" "chimp4x0516_liver_rna_dupsRemoved.bam" "chimp4x0516_lung_rna_dupsRemoved.bam" "chimp4x0519_heart_rna_dupsRemoved.bam" "chimp4x0519_kidney_rna_dupsRemoved.bam" "chimp4x0519_liver_rna_dupsRemoved.bam" "chimp4x0519_lung_rna_dupsRemoved.bam" "chimpYN07-147_heart_rna_dupsRemoved.bam" "chimpYN07-147_kidney_rna_dupsRemoved.bam" "chimpYN07-147_liver_rna_dupsRemoved.bam" "chimpYN07-147_lung_rna_dupsRemoved.bam" "chimpYN07-387_heart_rna_dupsRemoved.bam" "chimpYN07-387_kidney_rna_dupsRemoved.bam" "chimpYN07-387_liver_rna_dupsRemoved.bam" "chimpYN07-387_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	chimp4x0516_heart_rna_dupsRemoved.bam	chimp4x0516_kidney_rna_dupsRemoved.bam	chimp4x0516_liver_rna_dupsRemoved.bam	chimp4x0516_lung_rna_dupsRemoved.bam	chimp4x0519_heart_rna_dupsRemoved.bam	chimp4x0519_kidney_rna_dupsRemoved.bam	chimp4x0519_liver_rna_dupsRemoved.bam	chimp4x0519_lung_rna_dupsRemoved.bam	chimpYN07-147_heart_rna_dupsRemoved.bam	chimpYN07-147_kidney_rna_dupsRemoved.bam	chimpYN07-147_liver_rna_dupsRemoved.bam	chimpYN07-147_lung_rna_dupsRemoved.bam	chimpYN07-387_heart_rna_dupsRemoved.bam	chimpYN07-387_kidney_rna_dupsRemoved.bam	chimpYN07-387_liver_rna_dupsRemoved.bam	chimpYN07-387_lung_rna_dupsRemoved.bam
gene:ENSPTRG00000049109	AACZ04044213.1	3258	3603	-	346	9	6	3	7	1	11	12	4	9	8	8	11	4	4	5	8
gene:ENSPTRG00000043629	AACZ04044254.1	397	1428	-	1032	0	12	0	2	11	16	5	5	13	10	5	3	1	13	3	9
gene:ENSPTRG00000044724	AACZ04044368.1	3397	3807	-	411	0	1	2	0	2	7	2	1	5	2	6	3	3	2	4	0
gene:ENSPTRG00000044548	AACZ04044368.1	4325	5320	-	996	78	127	66	56	67	220	69	62	123	209	185	258	77	181	129	91
gene:ENSPTRG00000046524	AACZ04044368.1	5838	6040	+	203	22	8	2	6	21	20	10	10	27	17	6	33	27	20	7	13
gene:ENSPTRG00000047237	AACZ04044368.1	13004	13206	-	203	25	8	3	1	11	16	4	6	19	16	5	26	10	11	5	6
gene:ENSPTRG00000046303	AACZ04044368.1	13724	14116	+	393	64	118	63	54	54	171	61	71	102	158	178	209	56	151	99	80
gene:ENSPTRG00000049585	AACZ04044368.1	15237	15647	+	411	2	1	2	3	0	11	5	1	4	2	7	2	3	7	8	3
gene:ENSPTRG00000042890	AACZ04044374.1	17	3618	+	3602	125	122	1	11	52	81	8	10	76	67	0	7	49	73	1	16
gene:ENSPTRG00000047479	AACZ04044687.1	176	768	-	593	0	1	1	1	0	1	0	2	0	0	0	3	0	2	0	5
gene:ENSPTRG00000052653	AACZ04044985.1	796	1265	+	470	22	55	18	36	9	31	33	17	19	36	8	53	12	39	22	38
gene:ENSPTRG00000039827	AACZ04045146.1	22009	23493	-	1485	28	96	48	60	41	72	35	64	39	40	23	50	32	63	39	55
gene:ENSPTRG00000047150	AACZ04045414.1	8476	12866	+	4391	31	50	14	36	6	16	9	23	40	54	10	59	17	56	15	65
gene:ENSPTRG00000039681	AACZ04045424.1	21	1947	-	1927	59	74	38	111	47	101	54	73	69	68	57	126	42	68	63	83
gene:ENSPTRG00000028486	AACZ04045542.1	5639	6838	+	1200	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	1
gene:ENSPTRG00000042725	AACZ04045740.1	21	1983	+	1963	565	611	486	760	357	658	444	550	390	529	360	765	295	540	498	688
gene:ENSPTRG00000052675	AACZ04045788.1	21	3663	-	3643	36	353	76	138	23	267	79	48	15	223	68	33	16	231	84	111
gene:ENSPTRG00000007024	AACZ04046049.1	7806	12902	+	5097	0	1	1	0	0	2	1	1	0	1	8	3	1	1	1	0
gene:ENSPTRG00000006085	AACZ04046261.1	5499	6473	-	975	1	1	0	1	0	2	0	0	0	0	3	2	1	0	0	0
gene:ENSPTRG00000040021	AACZ04046417.1	2474	3373	+	900	366	537	360	511	350	521	327	584	371	431	304	392	257	434	303	575
gene:ENSPTRG00000043617	AACZ04047002.1	4175	5048	-	874	15	16	9	11	20	30	15	20	15	15	12	18	20	25	16	30
gene:ENSPTRG00000045729	AACZ04047184.1	1	1238	+	1238	12	1	0	0	1	0	5	1	1	0	24	0	1	0	11	1
gene:ENSPTRG00000051933	AACZ04047412.1	309	5505	-	5197	81	157	85	94	49	81	77	88	78	97	99	96	35	97	98	149
gene:ENSPTRG00000051511	AACZ04047755.1	886	1814	+	929	19	296	221	50	35	294	142	71	33	155	460	102	17	252	357	117
gene:ENSPTRG00000044220	AACZ04048129.1	15522	27456	+	11935	100	163	55	81	79	130	52	51	86	99	67	61	65	105	52	58
gene:ENSPTRG00000043554	AACZ04048580.1	21096	21404	+	309	28	11	2	4	32	13	4	9	27	10	6	5	23	12	4	7
gene:ENSPTRG00000049742	AACZ04048602.1	210	1378	-	1169	3	17	4	65	17	11	5	13	13	8	2	21	8	12	7	51
gene:ENSPTRG00000044425	AACZ04048681.1	511	828	-	318	3	23	6	11	19	7	5	10	1	8	1	51	0	15	5	102
gene:ENSPTRG00000046482	AACZ04049479.1	913	1350	+	438	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene:ENSPTRG00000049057	AACZ04049485.1	21	6042	-	6022	732	815	378	840	658	937	393	829	588	691	377	969	611	652	469	811
gene:ENSPTRG00000047682	AACZ04049485.1	10485	38191	+	27707	7128	7731	1246	10132	9516	11388	4870	11554	9336	8126	3227	15346	7360	8141	3547	14889
gene:ENSPTRG00000049094	AACZ04049881.1	1905	2228	-	324	195	83	39	33	118	96	78	26	113	85	71	37	147	76	64	28
gene:ENSPTRG00000048243	AACZ04049925.1	2088	2420	-	333	0	0	0	1	0	0	1	2	0	0	1	6	0	2	0	1
gene:ENSPTRG00000046078	AACZ04049925.1	2438	2827	-	390	0	0	0	1	0	0	1	3	0	0	0	8	0	4	1	0
gene:ENSPTRG00000046211	AACZ04049925.1	3361	3747	-	387	1	2	0	0	0	0	1	2	0	0	0	4	0	0	2	2
gene:ENSPTRG00000045826	AACZ04050182.1	403	10395	+	9993	2	2	0	0	1	0	4	0	0	0	3	0	1	1	1	1
gene:ENSPTRG00000052305	AACZ04050182.1	19136	29128	-	9993	0	2	0	3	1	0	6	3	1	0	3	1	0	0	0	1
gene:ENSPTRG00000044697	AACZ04050382.1	22105	26987	+	4883	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0
gene:ENSPTRG00000042962	AACZ04050382.1	33594	38476	-	4883	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2
gene:ENSPTRG00000051271	AACZ04050599.1	6406	8680	-	2275	0	0	0	8	0	0	0	1	0	0	0	2	0	0	0	1
gene:ENSPTRG00000045617	AACZ04050599.1	90480	93438	-	2959	298	1079	1097	74	195	1041	856	192	233	847	1023	125	268	832	1185	121
gene:ENSPTRG00000043665	AACZ04050599.1	123161	124417	-	1257	8	26	9	142	35	15	34	155	15	29	20	372	5	41	38	528
gene:ENSPTRG00000048576	AACZ04050857.1	23810	36616	+	12807	1357	1643	930	1225	1192	1576	1141	1303	1472	1432	906	1706	1042	1342	1017	1579
gene:ENSPTRG00000045615	AACZ04050857.1	35694	58073	-	22380	467	637	2203	648	217	406	1714	327	242	282	2103	316	107	284	2176	398
gene:ENSPTRG00000045817	AACZ04050857.1	64442	71442	-	7001	300	269	133	212	309	220	160	266	380	247	199	202	226	208	171	264
gene:ENSPTRG00000049731	AACZ04051251.1	1016	9779	+	8764	7	16	1	8	5	14	6	6	7	11	3	8	13	14	1	12
gene:ENSPTRG00000023262	AACZ04051463.1	3059	4131	+	1073	0	22	0	1	0	14	0	0	0	5	0	0	0	19	0	0
gene:ENSPTRG00000048702	AACZ04051561.1	21	9867	-	9847	382	133	50	70	162	80	82	86	190	95	37	269	148	70	56	133
gene:ENSPTRG00000044618	AACZ04051617.1	3181	3519	-	339	9	45	3	36	14	10	6	20	2	64	6	69	2	20	9	95
gene:ENSPTRG00000051027	AACZ04051683.1	233	1375	+	1143	586	688	527	663	576	721	620	795	579	670	568	729	490	643	542	660
gene:ENSPTRG00000044407	AACZ04051737.1	1007	1779	+	773	158	39	18	39	118	37	35	48	150	48	15	146	94	29	24	96
gene:ENSPTRG00000044011	AACZ04051840.1	2656	4027	+	1372	237	275	1517	298	279	201	1660	399	208	189	1547	254	273	111	715	225
gene:ENSPTRG00000009762	AACZ04052509.1	1280	2407	+	1128	74	46	33	58	113	98	67	100	96	46	48	128	108	69	67	115
gene:ENSPTRG00000044226	AACZ04053335.1	134485	135797	+	1313	2	12	3	2	1	23	23	0	3	12	1	2	3	6	23	1
gene:ENSPTRG00000047820	AACZ04053771.1	6989	7561	+	573	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
gene:ENSPTRG00000047341	AACZ04054279.1	1118	1777	-	660	179	208	96	179	129	174	80	198	191	183	99	285	110	156	90	295
gene:ENSPTRG00000045143	AACZ04054279.1	166766	170672	-	3907	0	0	2	0	0	0	1	0	1	2	3	0	0	0	3	0
gene:ENSPTRG00000052811	AACZ04054681.1	6	765	+	760	7	0	2	0	1	0	5	0	1	0	11	0	1	0	6	0
gene:ENSPTRG00000045526	AACZ04055037.1	56	1097	+	1042	0	1	1	1	0	0	0	0	0	0	1	3	1	0	1	1
gene:ENSPTRG00000052420	AACZ04057062.1	4509	4688	-	180	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0
gene:ENSPTRG00000048379	AACZ04057065.1	13556	17751	-	4196	820	605	109	383	648	582	185	501	770	481	135	462	639	467	110	501
gene:ENSPTRG00000050690	AACZ04057065.1	27751	28306	+	556	211	147	7	90	122	101	24	81	151	70	17	108	117	87	16	124
gene:ENSPTRG00000044523	AACZ04057065.1	58022	58273	-	252	9	3	0	4	10	7	2	4	17	0	0	4	5	3	1	2
gene:ENSPTRG00000003337	AACZ04057258.1	872	4702	-	3831	108	94	49	96	79	93	51	65	117	109	50	93	79	93	56	159
gene:ENSPTRG00000050814	AACZ04057286.1	469	6973	+	6505	1313	2180	1737	1839	1507	2284	1778	1773	1707	2001	1754	2073	1084	1818	1867	2140
gene:ENSPTRG00000045944	AACZ04057286.1	9664	16530	+	6867	274	545	166	518	244	480	279	348	326	399	224	460	163	366	267	509
gene:ENSPTRG00000050642	AACZ04057286.1	16710	19012	-	2303	30	66	24	68	31	89	29	50	49	75	26	69	19	61	26	61
gene:ENSPTRG00000046495	AACZ04057286.1	19088	29726	+	10639	420	740	347	1152	436	848	427	1022	622	735	510	1408	309	668	461	1284
gene:ENSPTRG00000048622	AACZ04057286.1	29934	38649	+	8716	713	1044	623	1392	677	1073	658	1328	682	734	457	1444	599	1027	651	1626
gene:ENSPTRG00000043748	AACZ04057874.1	9096	14808	-	5713	855	1525	633	1807	1153	1903	949	1773	1216	1165	822	2144	825	1682	1235	2042
gene:ENSPTRG00000052065	AACZ04057965.1	20149	21094	+	946	0	2	1	0	0	0	1	1	0	1	0	0	0	0	1	0
gene:ENSPTRG00000049947	AACZ04058927.1	1043	7002	+	5960	2	48	1	356	3	59	1	150	21	16	5	381	9	33	0	547
gene:ENSPTRG00000047953	AACZ04059051.1	15328	15663	-	336	145	99	70	77	133	116	83	94	131	106	79	81	136	89	72	89
gene:ENSPTRG00000050713	AACZ04059051.1	35282	42342	-	7061	9	7	0	7	3	6	5	3	6	4	3	4	2	5	3	1
gene:ENSPTRG00000052728	AACZ04059985.1	59	340	-	282	1	10	0	0	0	7	0	0	4	14	1	1	0	4	0	8
gene:ENSPTRG00000046436	AACZ04059985.1	5096	5687	-	592	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	2
gene:ENSPTRG00000039092	AACZ04060301.1	1921	3043	-	1123	2	2	2	8	3	18	3	1	3	6	6	15	0	7	7	4
gene:ENSPTRG00000007120	AACZ04060632.1	5814	15750	-	9937	223	386	93	237	228	500	182	266	330	493	94	487	263	440	173	298
gene:ENSPTRG00000044791	AACZ04060907.1	1472	2349	+	878	12	31	9	30	18	46	21	19	21	22	22	57	12	33	28	39
gene:ENSPTRG00000047790	AACZ04060928.1	1838	8099	-	6262	275	1395	100	706	104	950	106	165	207	944	101	618	166	1221	192	704
gene:ENSPTRG00000050186	AACZ04060955.1	183	12176	+	11994	476	514	303	448	511	712	541	508	535	627	349	624	432	566	463	600
gene:ENSPTRG00000048208	AACZ04061271.1	4310	4573	+	264	2	1	0	0	2	0	0	2	0	0	1	0	2	0	0	0
gene:ENSPTRG00000043215	AACZ04061299.1	167	2243	-	2077	453	750	1117	415	427	540	926	398	522	627	509	973	367	496	773	791
gene:ENSPTRG00000051546	AACZ04061505.1	12004	329435	-	317432	716	338	749	372	819	415	1027	535	964	546	660	1253	783	249	1006	518
gene:ENSPTRG00000047410	AACZ04061505.1	338541	368348	-	29808	290	323	160	571	228	321	198	283	290	323	155	686	170	273	230	353
gene:ENSPTRG00000043230	AACZ04061743.1	981	12652	+	11672	8	31	66	12	9	131	74	5	12	86	112	11	9	97	130	21
gene:ENSPTRG00000050477	AACZ04063745.1	2368	3527	-	1160	103	159	105	110	69	128	42	92	91	87	79	63	94	101	109	120
gene:ENSPTRG00000046462	AACZ04063745.1	4626	4973	-	348	0	3	0	1	1	1	0	2	0	0	1	3	1	2	1	3
gene:ENSPTRG00000043995	AACZ04063859.1	42	485	+	444	264	485	254	548	425	367	412	590	68	315	204	615	136	524	328	707
gene:ENSPTRG00000052419	AACZ04063859.1	585	980	+	396	179	446	144	586	317	235	295	558	48	226	147	666	67	506	239	765
gene:ENSPTRG00000042911	AACZ04063859.1	3721	3936	+	216	1	1	0	27	0	2	5	16	0	1	0	27	0	6	1	104
gene:ENSPTRG00000046956	AACZ04064701.1	20540	27139	+	6600	7	11	3	4	5	17	4	3	4	14	3	8	7	7	2	2
gene:ENSPTRG00000051521	AACZ04065786.1	10913	11236	+	324	11	60	5	33	35	9	11	28	2	28	4	53	3	16	8	193
gene:ENSPTRG00000047532	AACZ04066306.1	9944	10970	-	1027	17	30	9	24	9	26	22	22	15	23	18	39	10	11	32	33
gene:ENSPTRG00000052366	AACZ04066453.1	21	1033	-	1013	2	2	1	6	0	0	1	0	2	1	0	2	1	0	1	1
gene:ENSPTRG00000044242	AACZ04066591.1	12700	30733	-	18034	1	4	0	1	0	4	2	2	0	3	2	6	1	3	1	1
gene:ENSPTRG00000044891	AACZ04066591.1	96378	153810	+	57433	303	732	265	581	242	639	397	383	386	750	370	867	216	665	520	562
gene:ENSPTRG00000049680	AACZ04066591.1	211571	218532	-	6962	8	1	0	2	3	3	5	0	8	6	2	1	3	4	2	1
gene:ENSPTRG00000047483	AACZ04066762.1	7848	9226	-	1379	2	3	15	13	11	12	25	16	3	2	2	12	2	5	46	23
gene:ENSPTRG00000045458	AACZ04067065.1	2268	2654	-	387	2	17	2	14	22	2	5	10	0	5	2	33	0	5	0	74
gene:ENSPTRG00000045298	AACZ04067927.1	500	661	-	162	0	0	0	9	1	1	4	0	0	1	1	2	0	3	2	6
gene:ENSPTRG00000046356	AACZ04067927.1	1957	2280	-	324	92	245	81	236	254	209	165	585	53	209	115	297	51	222	93	432
gene:ENSPTRG00000049488	AACZ04068727.1	16904	20007	-	3104	113	120	106	140	98	123	99	126	114	127	101	121	59	103	63	110
gene:ENSPTRG00000051385	AACZ04068727.1	72411	112111	+	39701	357	701	271	627	215	440	350	461	348	464	165	761	217	480	196	393
gene:ENSPTRG00000043719	AACZ04068783.1	1584	2279	+	696	81	216	35	131	73	270	130	114	109	186	27	84	57	244	25	87
gene:ENSPTRG00000049847	AACZ04068796.1	16	284	+	269	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
gene:ENSPTRG00000052252	AACZ04069387.1	21	6325	-	6305	59	82	20	45	62	77	29	55	80	78	21	74	44	64	20	50
gene:ENSPTRG00000050830	AACZ04069732.1	3072	51443	-	48372	242	273	116	238	160	204	137	130	218	205	88	311	201	185	144	243
gene:ENSPTRG00000049491	AACZ04069748.1	5565	5978	-	414	25	198	9	63	87	74	49	111	10	46	17	181	11	65	19	319
gene:ENSPTRG00000047938	AACZ04069748.1	18551	18907	-	357	12	82	9	66	178	24	28	76	3	45	9	216	7	70	20	378
gene:ENSPTRG00000052147	AACZ04069748.1	31221	31619	-	399	5	61	8	21	108	14	15	61	3	29	18	147	3	38	13	158
gene:ENSPTRG00000051498	AACZ04069748.1	55369	56032	-	664	21	208	61	117	269	54	59	175	13	112	60	407	6	120	38	425
gene:ENSPTRG00000050973	AACZ04069748.1	76314	76619	-	306	5	50	11	51	45	10	32	64	6	292	14	189	1	32	14	248
gene:ENSPTRG00000051631	AACZ04069748.1	89321	89638	-	318	9	66	4	34	24	5	12	51	1	14	5	134	2	29	6	356
gene:ENSPTRG00000044376	AACZ04070685.1	19156	101365	+	82210	715	693	485	768	621	634	547	670	700	563	437	1085	614	489	530	768
gene:ENSPTRG00000043350	AACZ04071040.1	186	2067	+	1882	32	12	8	4	24	4	5	5	24	3	3	8	20	6	7	10
gene:ENSPTRG00000044451	AACZ04071040.1	12498	15029	+	2532	14	14	4	10	11	18	15	10	13	19	6	27	12	11	5	13
gene:ENSPTRG00000043754	AACZ04071040.1	29039	30929	+	1891	26	31	19	15	24	35	15	23	30	26	15	20	29	25	23	34
gene:ENSPTRG00000043826	AACZ04071040.1	81269	81619	-	351	2	1	0	4	2	9	0	1	0	2	5	15	0	6	0	13
gene:ENSPTRG00000052364	AACZ04071116.1	2	313	-	312	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
gene:ENSPTRG00000049226	AACZ04071119.1	81	4421	+	4341	0	0	0	77	0	0	0	31	0	0	0	30	0	0	0	35
gene:ENSPTRG00000051463	AACZ04071293.1	37	649	-	613	48	101	46	57	58	142	59	73	73	96	81	78	60	106	87	129
gene:ENSPTRG00000043861	AACZ04071381.1	96	1032	+	937	36	33	20	17	23	15	19	9	18	15	11	27	16	18	17	18
gene:ENSPTRG00000045620	AACZ04071804.1	2064	2648	+	585	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
gene:ENSPTRG00000011272	AACZ04071805.1	3	1345	-	1343	0	1	0	16	0	12	1	9	1	1	0	6	1	1	0	4
gene:ENSPTRG00000051806	AACZ04072061.1	125	349	-	225	92	103	62	165	63	121	57	119	60	107	52	163	47	92	53	154
gene:ENSPTRG00000038657	AACZ04072130.1	374	2759	+	2386	206	209	142	326	142	204	119	206	144	187	142	371	137	195	181	359
gene:ENSPTRG00000050259	AACZ04072454.1	9238	19869	-	10632	0	1	0	3	0	2	0	1	0	1	4	0	0	1	1	0
gene:ENSPTRG00000050208	AACZ04072454.1	60716	71271	+	10556	0	0	0	0	0	1	0	0	0	2	11	1	0	1	0	0
gene:ENSPTRG00000051170	KV420726.1	7271	29219	-	21949	4132	986	192	791	2974	1597	227	611	3113	1259	177	1150	3059	1438	319	982
gene:ENSPTRG00000042872	KV420726.1	46749	69902	-	23154	43	18	7	19	46	82	18	17	40	60	17	45	34	64	19	34
gene:ENSPTRG00000045550	KV420727.1	32041	38076	+	6036	779	677	1232	732	442	302	422	600	421	306	295	509	254	306	423	689
gene:ENSPTRG00000051623	KV420727.1	54771	54983	-	213	107	128	91	124	137	151	113	140	124	141	114	118	114	133	129	128
gene:ENSPTRG00000048728	KV420727.1	78872	92233	+	13362	395	358	285	1420	477	238	311	1557	182	202	164	2282	74	194	315	2347
gene:ENSPTRG00000050443	KV420727.1	151966	156777	+	4812	871	1330	170	522	474	365	93	408	503	230	127	446	342	378	195	633
gene:ENSPTRG00000043277	KV420728.1	5844	32182	+	26339	429	809	417	690	314	775	336	498	397	567	411	638	255	630	504	589
gene:ENSPTRG00000051391	KV420728.1	34382	35312	+	931	2	5	0	11	14	38	7	26	11	17	16	24	10	17	5	18
gene:ENSPTRG00000045864	KV420728.1	35565	40710	-	5146	116	231	31	126	62	177	37	57	49	70	19	52	26	85	16	75
gene:ENSPTRG00000049282	KV420728.1	41378	74804	-	33427	2069	2180	772	1665	2075	2256	950	1423	2360	1804	911	1433	1702	1630	1042	1930
gene:ENSPTRG00000046427	KV420728.1	75047	84401	+	9355	76	184	79	179	112	239	91	146	143	173	101	205	70	168	85	168
gene:ENSPTRG00000052088	KV420728.1	84646	88224	-	3579	158	639	272	320	284	759	344	413	200	565	281	354	128	466	282	523
gene:ENSPTRG00000046072	KV420728.1	93057	93476	-	420	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene:ENSPTRG00000049236	KV420728.1	102814	129216	-	26403	868	1283	935	807	907	1426	1174	1151	1122	1258	941	1012	820	1195	1180	1153
gene:ENSPTRG00000048646	KV420730.1	8543	39109	-	30567	518	684	366	897	344	560	334	608	404	434	253	750	285	478	306	625
gene:ENSPTRG00000048786	KV420730.1	45111	114443	-	69333	398	674	243	668	276	500	450	376	420	640	234	1035	292	506	320	626
gene:ENSPTRG00000043398	KV420731.1	1867	76387	-	74521	12	24	10	17	11	12	11	16	30	10	20	18	9	11	9	9
gene:ENSPTRG00000046248	KV420735.1	3570	32045	-	28476	6	2	6	10	10	12	5	18	7	4	1	6	3	6	3	9
gene:ENSPTRG00000048164	KV420736.1	20848	76381	+	55534	845	1728	315	1963	759	1288	821	1001	1065	1216	250	1639	668	1166	306	1881
gene:ENSPTRG00000045238	KV420737.1	17208	19534	+	2327	25	37	21	23	34	45	19	45	21	29	27	35	13	38	17	47
gene:ENSPTRG00000043733	KV420740.1	105081	108431	+	3351	33	1465	24	315	70	873	16	108	52	533	11	112	12	606	16	143
gene:ENSPTRG00000048423	KV420740.1	127878	135742	-	7865	25	24	19	17	68	36	12	35	8	18	6	26	10	11	17	22
gene:ENSPTRG00000049356	KV420740.1	131504	134616	+	3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000050247	KV420743.1	8447	34121	+	25675	8	16	30	55	21	13	28	65	45	14	25	88	6	11	20	64
gene:ENSPTRG00000047014	KV420745.1	280312	281746	+	1435	67	63	96	57	51	66	77	100	64	52	117	72	48	61	155	115
gene:ENSPTRG00000043174	KV420745.1	553056	554417	-	1362	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0
gene:ENSPTRG00000045247	KV420746.1	4129	4329	+	201	1	2	5	6	1	7	11	0	11	9	5	8	1	10	3	4
gene:ENSPTRG00000050388	KV420746.1	18538	18738	-	201	2	3	2	1	0	1	2	0	2	7	0	4	1	4	1	1
gene:ENSPTRG00000047468	KV420746.1	89909	91856	+	1948	200	336	160	397	142	269	147	141	226	244	106	330	145	261	131	287
gene:ENSPTRG00000045810	KV420747.1	21279	23298	-	2020	0	0	1	0	0	1	1	0	0	2	0	2	1	1	0	1
gene:ENSPTRG00000045836	KV420748.1	33417	42085	+	8669	464	389	293	361	429	411	325	387	430	339	293	369	412	331	303	357
gene:ENSPTRG00000051039	KV420748.1	63898	64262	-	365	125	12	7	14	118	13	7	11	159	11	7	6	115	9	4	6
gene:ENSPTRG00000051517	KV420751.1	9612	14541	-	4930	141	163	98	167	147	203	100	205	143	145	91	138	115	152	104	180
gene:ENSPTRG00000049962	KV420752.1	11863	20019	+	8157	958	121	373	336	92	142	514	1085	183	341	191	2156	109	187	635	732
gene:ENSPTRG00000040614	KV420752.1	35693	37623	+	1931	39	23	18	77	114	218	169	936	530	271	221	1006	912	350	217	424
gene:ENSPTRG00000046887	KV420753.1	11706	12446	+	741	275	409	79	385	393	399	339	568	366	320	122	757	275	306	181	688
gene:ENSPTRG00000047657	KV420764.1	15559	31548	-	15990	3	118	25	13	12	89	15	3	6	42	50	6	4	56	50	16
gene:ENSPTRG00000048245	KV420771.1	9647	12176	+	2530	708	679	402	356	507	576	276	300	652	495	389	341	551	505	360	386
gene:ENSPTRG00000043584	KV420771.1	20905	27943	-	7039	782	962	500	732	656	858	521	500	916	724	612	915	576	692	586	839
gene:ENSPTRG00000012332	KV420772.1	539	23180	+	22642	1740	2013	1339	2297	1513	2186	1460	1951	1531	1680	926	2242	1018	1487	1416	1929
gene:ENSPTRG00000048111	KV420772.1	1723	5273	+	3551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000012333	KV420772.1	24158	111405	+	87248	121	255	140	216	143	265	145	172	135	220	125	242	99	215	162	139
gene:ENSPTRG00000048480	KV420772.1	130715	200592	-	69878	31	212	17	73	16	138	25	26	20	108	49	60	20	136	44	54
gene:ENSPTRG00000043366	KV420773.1	38501	42375	-	3875	14	56	7	49	28	73	7	28	30	42	9	46	20	111	11	75
gene:ENSPTRG00000049939	KV420773.1	46459	48700	-	2242	5	143	13	275	31	156	10	215	45	149	21	162	8	162	5	195
gene:ENSPTRG00000046497	KV420777.1	1291	1680	-	390	5	7	6	14	4	4	2	7	1	1	4	6	4	4	4	8
gene:ENSPTRG00000051695	KV420777.1	6799	7188	+	390	5	2	0	12	1	4	2	1	1	5	3	8	0	1	2	6
gene:ENSPTRG00000046762	KV420777.1	7200	32726	-	25527	718	749	427	704	484	947	586	509	583	747	719	655	584	783	878	852
gene:ENSPTRG00000052415	KV420777.1	60801	68741	+	7941	367	353	221	275	202	421	266	199	268	342	338	246	266	395	349	398
gene:ENSPTRG00000047005	KV420777.1	72239	72628	+	390	19	13	5	16	9	24	8	13	12	12	8	15	19	25	10	25
gene:ENSPTRG00000005343	KV420778.1	13291	16514	+	3224	287	458	367	342	207	371	350	162	299	386	173	392	255	319	356	405
gene:ENSPTRG00000049140	KV420781.1	44473	46575	+	2103	0	0	0	2	0	1	2	0	1	1	2	4	1	3	0	2
gene:ENSPTRG00000046207	KV420782.1	20332	20570	-	239	10	5	4	5	25	33	1	18	4	4	3	3	16	16	20	15
gene:ENSPTRG00000052274	KV420786.1	3879	13299	+	9421	6	16	7	12	6	12	2	10	7	9	6	10	2	10	7	4
gene:ENSPTRG00000052055	KV420789.1	108242	112798	-	4557	9	22	6	12	14	24	14	3	10	42	4	27	9	23	15	14
gene:ENSPTRG00000045056	KV420789.1	182287	315765	+	133479	152	4255	5520	322	433	4579	5726	415	128	3225	4686	177	253	3922	6980	181
gene:ENSPTRG00000047270	KV420789.1	285731	286458	-	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000051497	KV420789.1	297029	297756	-	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000044056	KV420789.1	365847	384393	-	18547	11	62	8	12	2	11	25	24	13	12	8	28	2	12	5	26
gene:ENSPTRG00000050267	KV420789.1	392673	401472	-	8800	121	77	66	78	59	76	47	65	93	58	65	65	84	76	65	80
gene:ENSPTRG00000052753	KV420789.1	456714	546884	+	90171	10	24	381	18	12	19	122	14	14	15	557	13	11	11	1705	10
gene:ENSPTRG00000052682	KV420789.1	580998	609873	+	28876	11	7	124	17	150	34	617	55	4	2	1000	11	26	12	1328	20
gene:ENSPTRG00000049222	KV420792.1	2466	7169	+	4704	288	106	31	66	86	45	32	16	173	78	18	72	149	114	44	61
gene:ENSPTRG00000046252	KV420792.1	8386	17877	-	9492	377	310	152	209	203	373	145	190	316	285	147	247	234	322	194	272
