# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/bumblebee_genome/GCF_000214255.1_Bter_1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR8929838_dupsRemoved.bam" "SRR8929839_dupsRemoved.bam" "SRR8929840_dupsRemoved.bam" "SRR8929841_dupsRemoved.bam" "SRR8929842_dupsRemoved.bam" "SRR8929843_dupsRemoved.bam" "SRR8929848_dupsRemoved.bam" "SRR8929849_dupsRemoved.bam" "SRR8929852_dupsRemoved.bam" "SRR8929853_dupsRemoved.bam" "SRR8929854_dupsRemoved.bam" "SRR8929855_dupsRemoved.bam" "SRR8929856_dupsRemoved.bam" "SRR8929857_dupsRemoved.bam" "SRR8929858_dupsRemoved.bam" "SRR8929859_dupsRemoved.bam" "SRR8929860_dupsRemoved.bam" "SRR8929861_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8929838_dupsRemoved.bam	SRR8929839_dupsRemoved.bam	SRR8929840_dupsRemoved.bam	SRR8929841_dupsRemoved.bam	SRR8929842_dupsRemoved.bam	SRR8929843_dupsRemoved.bam	SRR8929848_dupsRemoved.bam	SRR8929849_dupsRemoved.bam	SRR8929852_dupsRemoved.bam	SRR8929853_dupsRemoved.bam	SRR8929854_dupsRemoved.bam	SRR8929855_dupsRemoved.bam	SRR8929856_dupsRemoved.bam	SRR8929857_dupsRemoved.bam	SRR8929858_dupsRemoved.bam	SRR8929859_dupsRemoved.bam	SRR8929860_dupsRemoved.bam	SRR8929861_dupsRemoved.bam
gene8697	NC_015775.1	8152461	8157067	+	4607	219	207	206	139	200	173	203	167	172	178	190	151	157	155	178	170	224	200
gene8698	NC_015775.1	8157570	8159665	-	2096	306	273	255	237	262	321	297	244	225	214	278	239	223	244	245	245	254	292
gene8699	NC_015775.1	8159949	8165439	-	5491	170	162	172	167	164	166	228	168	115	137	178	148	133	159	157	151	185	170
gene8700	NC_015775.1	8160331	8163610	+	3280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8701	NC_015775.1	8165865	8168910	+	3046	803	762	836	590	654	739	834	688	615	651	712	553	652	687	738	670	885	722
gene8702	NC_015775.1	8169128	8172270	+	3143	635	646	648	428	591	610	744	556	511	551	595	509	525	595	521	574	629	661
gene8703	NC_015775.1	8173477	8176901	+	3425	73	63	56	36	56	56	66	47	49	40	62	59	46	49	53	43	55	54
gene8704	NC_015775.1	8177038	8178300	-	1263	299	278	280	271	227	250	338	238	256	217	303	219	234	236	245	221	281	256
gene8705	NC_015775.1	8180039	8181491	-	1453	0	2	0	0	1	2	3	0	3	1	1	2	1	4	1	0	1	3
gene8706	NC_015775.1	8187136	8199832	-	12697	1148	1150	1019	306	871	1098	1041	934	785	949	875	771	750	851	916	717	1098	863
gene8707	NC_015775.1	8202698	8205075	-	2378	215	211	118	94	84	160	136	170	101	101	154	93	114	121	107	71	106	81
gene8708	NC_015775.1	8209453	8219045	+	9593	322	324	290	105	231	367	265	252	243	271	282	200	276	264	313	196	266	227
gene8709	NC_015775.1	8219192	8220222	-	1031	916	948	856	680	765	973	1063	935	637	752	857	695	895	821	783	744	930	889
gene8710	NC_015775.1	8220625	8224652	+	4028	3193	3006	2662	3508	2495	2308	2768	1730	3076	2268	2540	2135	2223	2587	2256	2460	2777	2528
gene8711	NC_015775.1	8227836	8228987	+	1152	133	115	115	102	106	98	141	100	103	73	99	99	90	98	100	84	101	114
gene8712	NC_015775.1	8228806	8230436	-	1631	1056	937	824	1148	820	884	1039	753	953	777	824	741	843	900	801	904	1029	988
gene8713	NC_015775.1	8231011	8235532	+	4522	621	566	537	431	520	567	612	512	426	511	519	397	518	511	479	428	577	519
gene8714	NC_015775.1	8236609	8239096	-	2488	143	129	124	34	91	142	136	84	101	97	125	80	98	115	79	74	91	102
gene8715	NC_015775.1	8241092	8241418	+	327	5	12	7	15	7	10	14	8	7	12	8	9	12	13	8	6	11	9
gene8716	NC_015775.1	8241931	8250891	-	8961	1322	1383	1235	617	1123	1197	1293	1021	1022	1161	1209	1125	970	1064	1020	1139	1292	1151
gene8717	NC_015775.1	8251014	8253982	+	2969	1374	1476	1385	1184	1267	1218	1368	1099	1103	1224	1270	1050	1165	1180	1233	1161	1468	1245
gene8718	NC_015775.1	8254122	8260216	-	6095	391	378	412	216	372	441	470	438	286	452	362	380	351	335	410	350	477	351
gene8719	NC_015775.1	8260364	8261366	+	1003	0	2	0	0	1	1	0	0	0	0	0	1	1	0	3	0	1	5
gene8720	NC_015775.1	8261202	8264075	-	2874	2	5	5	3	1	5	5	2	2	0	0	1	3	3	2	2	0	0
gene8721	NC_015775.1	8264117	8265298	+	1182	2	1	1	0	1	1	1	0	0	3	2	1	0	1	1	0	1	0
gene8722	NC_015775.1	8268806	8278645	+	9840	123	110	87	8	51	117	103	75	62	66	84	56	68	61	59	45	63	67
gene8723	NC_015775.1	8271962	8282803	-	10842	7	8	4	5	0	9	7	8	6	9	6	5	4	7	2	2	4	6
gene8724	NC_015775.1	8283137	8288163	+	5027	17	14	14	11	10	13	17	14	17	19	13	10	14	18	8	8	16	11
gene8725	NC_015775.1	8288271	8291284	-	3014	325	292	252	254	272	325	352	281	273	270	265	235	293	259	270	294	348	277
gene8726	NC_015775.1	8292342	8296233	-	3892	4	5	4	12	2	3	0	8	1	2	3	1	3	2	2	1	3	4
gene8727	NC_015775.1	8296871	8321070	+	24200	665	724	710	408	486	449	508	511	547	622	555	332	471	528	384	535	630	441
gene8728	NC_015775.1	8320937	8324458	+	3522	312	276	294	205	301	341	313	255	217	277	268	233	265	275	316	256	334	279
gene8729	NC_015775.1	8324391	8326331	-	1941	229	221	241	163	189	227	287	217	153	164	201	198	201	198	195	180	247	218
gene8730	NC_015775.1	8327302	8333097	+	5796	50	55	40	24	32	59	73	56	31	62	45	33	70	53	70	36	68	39
gene8731	NC_015775.1	8332928	8334420	-	1493	66	55	50	73	46	59	81	38	48	38	70	49	52	56	48	58	66	55
gene8732	NC_015775.1	8335411	8335983	-	573	2	1	1	2	3	5	0	1	0	2	0	0	2	1	2	1	2	2
gene8733	NC_015775.1	8336062	8380055	+	43994	750	804	683	353	827	709	797	807	577	754	773	717	669	634	626	610	868	762
gene8734	NC_015775.1	8339115	8341688	+	2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8735	NC_015775.1	8352885	8363097	-	10213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8736	NC_015775.1	8377179	8379462	-	2284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8737	NC_015775.1	8382206	8386762	-	4557	227	223	233	71	162	181	205	210	157	192	186	153	154	153	193	195	222	205
gene8738	NC_015775.1	8387624	8389845	-	2222	3879	4063	3443	4589	3414	3447	4081	2672	3923	3446	3113	3050	3299	3555	3197	3045	3695	3798
gene8739	NC_015775.1	8390321	8393240	+	2920	230	270	248	204	200	178	252	162	187	180	227	173	169	169	208	199	210	204
gene8740	NC_015775.1	8413457	8435250	-	21794	641	763	666	252	549	610	661	513	600	570	590	494	526	457	474	477	641	526
gene8741	NC_015775.1	8422200	8424057	-	1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8742	NC_015775.1	8438415	8444362	-	5948	3	7	4	2	2	8	3	6	2	8	4	2	4	2	7	6	4	1
gene8743	NC_015775.1	8444786	8446595	+	1810	6	14	11	4	14	9	16	12	2	12	7	10	9	15	11	8	10	9
gene8744	NC_015775.1	8446625	8449636	-	3012	6	11	13	6	13	9	12	7	6	8	12	9	7	16	5	8	5	7
gene8745	NC_015775.1	8451464	8452340	-	877	0	0	1	0	0	0	0	2	0	1	3	1	1	1	3	0	1	0
gene8746	NC_015775.1	8455202	8456681	-	1480	14	11	15	5	11	7	19	6	7	10	20	4	6	9	7	5	14	5
gene8747	NC_015775.1	8456909	8462122	+	5214	1910	1973	1971	1244	1723	1931	2004	1802	1506	1619	1824	1469	1558	1742	1666	1473	1736	1637
gene8748	NC_015775.1	8462443	8463434	-	992	246	218	221	163	210	251	270	183	198	176	165	163	213	200	194	179	261	228
gene8749	NC_015775.1	8466804	8509124	-	42321	4735	4789	4823	3845	3536	5709	4956	4441	4477	3820	4393	3304	5037	6093	5515	3312	4193	5182
gene8750	NC_015775.1	8509915	8511905	-	1991	1112	1008	836	994	792	867	1004	717	862	709	799	682	816	855	810	809	998	854
gene8751	NC_015775.1	8512479	8513641	-	1163	57	65	51	64	80	59	105	37	63	27	50	37	52	60	41	73	61	61
gene8752	NC_015775.1	8513058	8515240	+	2183	160	158	156	170	116	155	214	141	129	145	162	134	136	135	127	149	193	157
gene8753	NC_015775.1	8515439	8515532	+	94	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8754	NC_015775.1	8515749	8516811	-	1063	202	196	191	209	182	200	251	181	170	138	177	158	162	182	153	174	193	220
gene8755	NC_015775.1	8517434	8548884	+	31451	91	72	76	52	69	93	84	78	61	49	64	50	67	66	74	47	62	66
gene8756	NC_015775.1	8545685	8547873	-	2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8757	NC_015775.1	8549576	8687673	+	138098	4415	4940	4435	2197	3742	4112	4247	4164	3487	4594	4405	3327	3611	3426	3869	3298	4604	3652
gene8758	NC_015775.1	8566604	8568063	-	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8759	NC_015775.1	8582554	8584325	+	1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8760	NC_015775.1	8687785	8692371	+	4587	216	248	248	125	194	194	268	164	152	162	164	174	152	238	210	97	205	182
gene8761	NC_015775.1	8692364	8831777	-	139414	871	820	840	238	498	880	729	692	668	691	639	470	558	654	697	363	526	553
gene8762	NC_015775.1	8836089	8838171	-	2083	106	115	99	66	86	83	104	102	85	83	63	75	79	93	81	71	96	77
gene8763	NC_015775.1	8838812	8842199	+	3388	1345	1284	1227	981	1112	1080	1349	963	1084	1028	1120	1077	1011	1140	999	1122	1261	1191
gene8764	NC_015775.1	8842260	8844863	-	2604	286	305	260	182	208	219	312	221	176	215	251	196	191	230	241	200	241	269
gene8765	NC_015775.1	8845616	8850755	+	5140	557	580	584	403	454	621	620	596	464	466	454	422	527	558	490	409	527	494
gene8766	NC_015775.1	8850960	8852445	-	1486	2203	2020	1991	2754	1952	1881	2326	1585	2154	1765	1872	1565	1768	1870	1737	1748	2142	1981
gene8767	NC_015775.1	8877937	8885887	-	7951	3	3	0	1	1	0	0	3	1	2	3	0	5	4	1	4	3	1
gene8768	NC_015775.1	8889314	8891275	-	1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8769	NC_015775.1	8916692	8918072	+	1381	8	6	9	4	8	6	11	5	5	3	7	2	5	6	5	9	7	9
gene8770	NC_015775.1	8918241	8919877	-	1637	557	523	471	512	469	543	701	436	472	457	482	469	458	496	458	514	611	589
gene8771	NC_015775.1	8920012	8922644	-	2633	363	359	394	323	322	320	424	272	285	246	311	284	292	337	324	263	361	352
gene8772	NC_015775.1	8924964	8943434	-	18471	639	648	651	211	508	650	631	553	478	603	584	445	451	461	521	463	586	529
gene8773	NC_015775.1	8944498	8947897	+	3400	275	292	261	186	223	218	263	217	228	219	210	156	216	231	205	227	288	217
gene8774	NC_015775.1	8947945	8955970	-	8026	293	268	256	124	217	278	256	224	216	250	218	196	214	226	230	177	243	236
gene8775	NC_015775.1	8956667	8958438	-	1772	2015	1827	1754	2476	1813	1623	1935	1381	1791	1515	1685	1482	1525	1778	1487	1588	1866	1906
gene8776	NC_015775.1	8959414	8962630	+	3217	25	10	11	2	11	13	16	18	9	10	19	9	14	13	8	13	14	10
gene8777	NC_015775.1	8960233	8967259	-	7027	588	546	531	290	410	433	455	394	467	439	420	338	356	436	430	344	458	380
gene8778	NC_015775.1	8967531	8973928	-	6398	5	2	2	0	2	0	0	7	0	1	0	2	0	1	0	0	3	0
gene8779	NC_015775.1	8978047	8981037	-	2991	100	110	102	69	101	146	136	133	86	79	87	95	110	100	106	94	132	124
gene8780	NC_015775.1	8981035	8987114	+	6080	593	591	600	403	525	588	701	566	464	502	547	530	532	519	524	496	602	589
gene8781	NC_015775.1	8987077	8989543	-	2467	29	32	31	23	22	21	34	22	19	28	25	20	15	25	13	24	28	13
gene8782	NC_015775.1	8993962	8996434	-	2473	2	3	4	0	2	3	0	3	1	6	1	0	0	4	2	3	2	1
gene8783	NC_015775.1	8997242	8999564	-	2323	4	8	7	1	0	1	2	5	3	3	10	0	0	7	5	5	4	0
gene8784	NC_015775.1	8999667	9002663	-	2997	8	8	10	6	6	6	5	5	11	8	6	4	0	3	3	1	2	0
gene8785	NC_015775.1	9003913	9004885	+	973	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	1	0	1
gene8786	NC_015775.1	9005364	9289721	+	284358	151	172	127	24	68	143	102	112	93	119	106	56	73	83	101	71	98	83
gene8787	NC_015775.1	9143241	9161537	+	18297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8788	NC_015775.1	9249986	9328488	-	78503	127	141	124	88	86	121	119	95	73	112	105	69	104	113	106	62	123	97
gene8789	NC_015775.1	9313627	9317209	-	3583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8790	NC_015775.1	9317345	9480430	+	163086	381	339	234	65	308	176	245	295	158	272	246	250	197	175	259	177	429	258
gene8791	NC_015775.1	9496475	9498665	-	2191	0	0	1	2	0	0	6	0	0	0	1	0	0	0	0	0	0	1
gene8792	NC_015775.1	9522869	9686212	+	163344	166	172	193	86	107	153	141	128	116	117	116	96	135	146	125	73	129	99
gene8793	NC_015775.1	9733138	9779444	-	46307	26	18	15	16	13	18	17	21	18	13	25	15	12	12	27	9	21	11
gene8794	NC_015775.1	9864186	9913537	+	49352	668	729	620	224	524	353	591	665	410	640	451	551	553	403	706	446	823	607
gene8795	NC_015775.1	9913669	9918512	-	4844	511	604	496	284	456	411	436	523	336	488	428	517	463	357	629	346	641	446
gene8796	NC_015775.1	9920127	9925560	+	5434	4	4	4	4	3	2	4	7	10	3	1	1	7	1	4	0	1	2
gene8797	NC_015775.1	9922511	9946820	+	24310	1226	1165	1120	1300	987	1060	1099	1201	870	924	983	768	1071	945	976	673	1484	850
gene8798	NC_015775.1	9926019	9929790	-	3772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8799	NC_015775.1	9931321	9935991	-	4671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8800	NC_015775.1	9941774	9944339	-	2566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8801	NC_015775.1	9947136	9954988	-	7853	10238	10391	9024	5616	7047	9071	7566	9472	6776	8345	7810	5599	7621	5599	7418	5396	10810	5885
gene8802	NC_015775.1	9958112	9989457	-	31346	3304	2878	2159	529	2095	1226	1559	2275	504	3079	1164	2099	2448	1895	2411	2034	3781	2287
gene8803	NC_015775.1	9992617	9993982	-	1366	0	0	2	1	1	0	1	1	1	0	2	0	0	0	0	0	0	0
gene8804	NC_015775.1	9995731	10003627	+	7897	11504	13839	9746	3724	7471	8749	8446	12095	5137	9250	7841	7595	9662	6170	11613	6559	10366	7230
gene8805	NC_015775.1	10006140	10009348	+	3209	4	8	11	7	7	3	6	8	4	8	6	8	4	6	9	3	5	6
gene8806	NC_015775.1	10006151	10007728	-	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8807	NC_015775.1	10013260	10045464	-	32205	455	594	432	557	1500	857	871	894	760	1192	697	1242	757	871	535	1099	889	870
gene8808	NC_015775.1	10099817	10102609	-	2793	2	19	0	0	3	4	3	2	2	3	8	1	2	2	1	0	1	2
gene8809	NC_015775.1	10139634	10140116	+	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8810	NC_015775.1	10146329	10147006	+	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8811	NC_015775.1	10210151	10211566	+	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8812	NC_015775.1	10211587	10212660	+	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8813	NC_015775.1	10214134	10215212	+	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8814	NC_015775.1	10268433	10269680	+	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8815	NC_015775.1	10320360	10433560	+	113201	19	25	14	7	6	12	6	6	18	10	11	7	7	3	15	7	16	9
gene8816	NC_015775.1	10368983	10458893	-	89911	148	122	116	54	69	134	107	107	83	118	95	53	107	113	91	52	90	94
gene8817	NC_015775.1	10444304	10455899	+	11596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8818	NC_015775.1	10451492	10451564	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8819	NC_015775.1	10458739	10466593	+	7855	116	135	89	58	87	74	95	89	89	84	52	74	74	70	42	95	98	75
gene8820	NC_015775.1	10459057	10462505	-	3449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8821	NC_015775.1	10469665	10473490	-	3826	702	671	651	241	567	734	663	670	540	690	632	580	659	479	680	545	752	574
gene8822	NC_015775.1	10473863	10477415	+	3553	260	229	255	177	218	203	262	183	206	180	210	197	167	217	194	172	263	218
gene8823	NC_015775.1	10482952	10484184	-	1233	68	53	56	33	46	49	64	44	39	45	44	39	48	56	37	43	62	54
gene8824	NC_015775.1	10484704	10491768	+	7065	11	32	33	10	21	14	16	25	16	25	35	15	11	16	24	13	36	19
gene8825	NC_015775.1	10492148	10494257	+	2110	139	181	164	249	123	121	146	131	125	115	148	132	104	185	118	164	168	170
gene8826	NC_015775.1	10495606	10499986	-	4381	1086	1260	820	542	914	916	844	665	1007	870	1138	806	754	958	797	1179	1057	953
gene8827	NC_015775.1	10500457	10502651	-	2195	44	61	55	50	44	41	70	54	46	52	52	51	65	54	57	63	70	56
gene8828	NC_015775.1	10503023	10507507	+	4485	238	199	191	115	129	216	172	152	136	132	202	103	168	171	134	123	186	168
gene8829	NC_015775.1	10508404	10513602	+	5199	823	1033	729	363	712	692	674	671	750	621	622	589	622	680	640	554	677	620
gene8830	NC_015775.1	10515311	10520386	+	5076	335	347	254	184	219	308	340	308	279	230	318	188	216	269	224	228	243	281
gene8831	NC_015775.1	10520958	10530318	-	9361	6	4	3	4	5	3	4	6	1	6	3	6	2	7	10	5	5	8
gene8832	NC_015775.1	10523852	10528941	+	5090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8833	NC_015775.1	10535211	10543853	-	8643	430	402	372	306	399	297	404	354	299	351	419	409	338	350	381	376	513	476
gene8834	NC_015775.1	10538779	10556125	+	17347	43	45	25	17	25	19	37	32	24	22	41	23	31	30	39	18	43	33
gene8835	NC_015775.1	10575169	11033579	-	458411	217	218	192	87	103	193	150	147	102	151	107	94	114	156	142	83	135	137
gene8836	NC_015775.1	11048112	11057006	+	8895	2122	1780	1241	1293	863	1973	1249	1359	1697	1151	974	804	1431	1020	1391	654	885	889
gene8837	NC_015775.1	11048870	11051927	-	3058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8838	NC_015775.1	11057602	11068816	-	11215	177	161	156	82	73	142	112	111	92	113	95	69	89	140	94	65	62	96
gene8839	NC_015775.1	11059935	11080372	+	20438	230	201	216	103	193	248	227	160	134	189	162	164	177	166	195	166	244	183
gene8840	NC_015775.1	11069261	11073372	-	4112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8841	NC_015775.1	11080497	11084698	-	4202	341	334	354	273	263	313	341	266	264	316	280	259	265	301	303	262	359	290
gene8842	NC_015775.1	11085046	11087174	+	2129	256	250	228	160	179	236	242	157	147	193	200	156	167	198	181	171	224	192
gene8843	NC_015775.1	11087165	11089643	-	2479	877	855	809	698	741	805	809	665	622	727	763	674	679	698	779	714	807	754
gene8844	NC_015775.1	11089956	11092830	+	2875	419	377	341	358	302	339	444	302	291	288	328	271	320	364	287	294	378	397
gene8845	NC_015775.1	11091623	11097820	-	6198	326	270	284	269	172	162	228	78	218	214	318	223	135	272	262	226	231	233
gene8846	NC_015775.1	11099381	11100690	+	1310	256	272	273	264	231	235	263	190	201	233	246	199	241	223	239	207	308	212
gene8847	NC_015775.1	11100811	11108071	+	7261	321	331	354	205	242	264	380	259	212	253	254	245	228	279	278	361	376	252
gene8848	NC_015775.1	11109394	11114255	-	4862	896	913	888	580	770	919	932	767	723	837	803	736	829	772	808	649	1028	796
gene8849	NC_015775.1	11114334	11119471	+	5138	664	666	627	390	477	657	653	430	546	615	529	513	490	610	471	551	648	596
gene8850	NC_015775.1	11119901	11122861	-	2961	235	224	248	183	201	231	288	193	192	233	196	204	195	195	176	207	267	199
gene8851	NC_015775.1	11123577	11124676	-	1100	2	2	1	2	5	7	3	4	1	6	3	3	6	3	2	3	4	4
gene8852	NC_015775.1	11129414	11135782	+	6369	381	357	381	260	309	377	363	378	322	305	308	235	309	270	305	291	397	341
gene8853	NC_015775.1	11137475	11149338	+	11864	5522	5945	5324	3330	4320	5048	5177	4781	4378	4813	4632	3920	4780	4694	4695	3958	5652	4380
gene8854	NC_015775.1	11150786	11152919	+	2134	547	473	504	486	423	440	540	389	425	415	422	419	455	449	447	447	621	446
gene8855	NC_015775.1	11154894	11175300	+	20407	1523	1718	1555	396	1174	1413	1360	1365	1258	1472	1367	1152	1078	1033	1235	1072	1456	1210
gene8856	NC_015775.1	11177328	11178658	-	1331	32	28	44	49	41	43	48	29	25	35	29	38	25	32	31	27	41	36
gene8857	NC_015775.1	11178718	11180255	-	1538	303	268	332	329	284	269	392	267	265	250	279	288	260	299	280	281	376	329
gene8858	NC_015775.1	11181036	11182447	-	1412	459	412	401	527	405	423	594	352	329	382	392	384	353	462	346	440	409	493
gene8859	NC_015775.1	11182690	11191429	+	8740	1048	1156	1047	328	892	1065	1086	911	815	1062	1029	831	827	852	819	862	1068	879
gene8860	NC_015775.1	11189840	11195790	-	5951	639	901	1039	224	947	925	1185	1022	668	1049	723	907	842	666	1056	842	1200	947
gene8861	NC_015775.1	11195887	11201274	+	5388	816	1155	1072	745	1065	1136	1188	1336	1046	1248	849	1080	1187	860	1371	1005	1592	1088
gene8862	NC_015775.1	11203778	11208709	+	4932	10	10	10	0	3	8	4	31	0	1	4	3	44	3	21	8	25	6
gene8863	NC_015775.1	11212613	11460138	-	247526	573	516	480	93	456	479	491	334	376	389	382	310	292	353	527	378	381	443
gene8864	NC_015775.1	11475263	11477628	+	2366	659	585	592	594	538	671	693	591	515	512	592	521	595	583	589	526	716	562
gene8865	NC_015775.1	11477710	11483780	-	6071	262	337	308	194	272	270	267	266	288	356	234	242	262	242	265	239	277	257
gene8866	NC_015775.1	11483372	11494503	+	11132	378	373	370	162	261	425	343	344	319	389	328	292	246	303	319	239	381	294
gene8867	NC_015775.1	11490563	11491513	-	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8868	NC_015775.1	11494619	11498521	-	3903	227	234	207	122	169	244	243	197	141	175	195	160	173	195	195	156	229	150
gene8869	NC_015775.1	11498847	11501315	+	2469	239	203	229	146	165	267	260	201	164	156	215	130	167	236	208	138	181	233
gene8870	NC_015775.1	11502219	11502821	+	603	1	3	0	2	1	0	0	1	0	1	0	0	0	2	1	0	3	0
gene8871	NC_015775.1	11503914	11507079	+	3166	13	9	8	6	4	4	6	8	14	12	8	6	11	10	6	2	11	16
gene8872	NC_015775.1	11507148	11513947	+	6800	661	649	668	312	569	512	625	577	335	528	500	463	452	503	539	421	544	559
gene8873	NC_015775.1	11514037	11517297	+	3261	17	18	16	14	7	20	23	16	14	13	8	7	14	12	19	6	20	15
gene8874	NC_015775.1	11518021	11540375	+	22355	455	451	458	218	372	516	502	652	281	466	341	283	487	426	553	324	394	466
gene8875	NC_015775.1	11540542	11582206	-	41665	197	169	167	65	97	175	149	145	137	144	133	111	146	146	136	80	153	110
gene8876	NC_015775.1	11584963	11597864	+	12902	3848	3727	3513	3447	4430	4487	4592	3768	4515	3840	3503	3777	4393	3728	4296	2713	3664	3751
gene8877	NC_015775.1	11598419	11625453	+	27035	200	194	166	110	154	156	156	127	143	166	154	122	174	160	170	128	238	157
gene8878	NC_015776.1	53183	84162	+	30980	1098	1017	1050	419	721	1099	1002	920	855	906	871	701	788	812	891	648	945	748
gene8879	NC_015776.1	84733	87881	+	3149	571	552	521	353	466	542	641	500	468	462	511	431	492	491	519	506	583	577
gene8880	NC_015776.1	91599	139005	+	47407	94	74	79	5	58	105	99	93	31	42	78	67	85	103	87	28	53	68
gene8881	NC_015776.1	142786	145437	-	2652	63	73	54	46	47	58	64	49	54	57	39	36	75	61	57	49	76	69
gene8882	NC_015776.1	145956	148388	+	2433	506	525	528	466	421	438	511	424	418	412	423	380	427	415	479	415	524	399
gene8883	NC_015776.1	148843	151119	-	2277	1930	1972	1821	1708	1766	1863	2151	1679	1515	1632	1786	1673	1837	1790	1629	1713	2059	1871
gene8884	NC_015776.1	151115	153344	+	2230	973	934	948	844	737	862	1096	699	776	714	793	679	737	820	707	771	949	901
gene8885	NC_015776.1	153862	228523	+	74662	790	816	755	312	534	807	739	731	554	741	717	482	575	573	695	554	830	572
gene8886	NC_015776.1	171452	174340	-	2889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8887	NC_015776.1	229873	235539	+	5667	399	322	416	197	228	437	351	292	266	288	254	224	269	365	281	161	271	260
gene8888	NC_015776.1	235630	237738	-	2109	2	9	6	10	2	9	9	5	7	3	7	4	5	8	14	6	8	10
gene8889	NC_015776.1	237827	239188	+	1362	2	5	3	0	1	2	0	1	0	2	0	0	2	0	1	1	3	0
gene8890	NC_015776.1	239338	240830	+	1493	3	6	1	11	1	3	1	1	6	4	1	3	2	0	0	1	4	0
gene8891	NC_015776.1	241066	243191	+	2126	6	1	7	4	4	1	3	0	8	4	0	2	3	3	2	1	3	3
gene8892	NC_015776.1	243261	245174	-	1914	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2
gene8893	NC_015776.1	246885	247953	+	1069	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
gene8894	NC_015776.1	248456	250335	-	1880	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene8895	NC_015776.1	253980	259696	+	5717	2	2	0	1	0	0	0	1	1	1	0	0	0	0	3	0	0	1
gene8896	NC_015776.1	260138	261416	-	1279	0	3	1	0	2	1	0	2	0	1	1	0	1	1	1	0	1	0
gene8897	NC_015776.1	261905	349380	+	87476	430	473	414	213	325	484	453	437	322	371	435	291	388	369	379	262	389	395
gene8898	NC_015776.1	349812	354057	-	4246	452	522	459	321	399	417	498	416	369	419	437	362	350	387	386	372	449	426
gene8899	NC_015776.1	397637	462098	+	64462	11	6	7	0	4	11	10	9	14	6	7	3	3	3	9	4	3	1
gene8900	NC_015776.1	557351	559948	+	2598	425	406	377	289	329	268	214	359	231	347	264	196	450	373	326	199	690	375
gene8901	NC_015776.1	920650	928837	+	8188	84	87	98	137	155	81	234	73	87	106	58	224	71	79	98	105	174	97
gene8902	NC_015776.1	969666	973097	-	3432	3	2	3	1	2	1	1	2	1	2	3	2	1	4	4	2	1	1
gene8903	NC_015776.1	1001143	1051517	-	50375	684	583	588	469	355	794	566	615	457	497	514	381	487	584	542	241	412	446
