# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/Ooceraea_biroi_genome/GCF_003672135.1_Obir_v5.4_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR2969431_dupsRemoved.bam" "SRR2969433_dupsRemoved.bam" "SRR2969435_dupsRemoved.bam" "SRR2969436_dupsRemoved.bam" "SRR2969437_dupsRemoved.bam" "SRR2969438_dupsRemoved.bam" "SRR2969440_dupsRemoved.bam" "SRR2969447_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2969431_dupsRemoved.bam	SRR2969433_dupsRemoved.bam	SRR2969435_dupsRemoved.bam	SRR2969436_dupsRemoved.bam	SRR2969437_dupsRemoved.bam	SRR2969438_dupsRemoved.bam	SRR2969440_dupsRemoved.bam	SRR2969447_dupsRemoved.bam
gene-LOC113562937	NC_039516.1	9436726	9442938	+	6213	0	0	0	0	0	0	0	0
gene-LOC109610858	NC_039516.1	9446533	9458133	-	11601	0	0	0	0	0	0	0	0
gene-LOC105277177	NC_039516.1	9463834	9494982	+	31149	329	305	222	283	289	220	421	321
gene-LOC105277168	NC_039516.1	9470131	9475001	-	4871	0	0	0	0	0	0	0	0
gene-LOC105277184	NC_039516.1	9496134	9503610	-	7477	1160	865	829	964	1033	869	1147	795
gene-LOC105277197	NC_039516.1	9505887	9511307	+	5421	1412	1566	717	1154	765	898	1555	1576
gene-LOC105277141	NC_039516.1	9515134	9522731	+	7598	76	21	34	30	76	46	106	122
gene-LOC105277129	NC_039516.1	9523137	9526921	+	3785	1685	798	925	750	1337	561	2165	811
gene-LOC105278792	NC_039516.1	9540963	9552472	-	11510	217	169	149	209	231	181	176	121
gene-LOC105278789	NC_039516.1	9555082	9557519	+	2438	1068	986	478	629	495	554	1136	1053
gene-LOC105278791	NC_039516.1	9557361	9560131	+	2771	1241	1176	552	636	654	631	1172	1176
gene-LOC105278790	NC_039516.1	9557475	9558653	-	1179	0	0	0	0	0	0	0	0
gene-LOC105278788	NC_039516.1	9560262	9717931	-	157670	11387	10083	7584	8651	7300	6127	10075	8595
gene-LOC113562932	NC_039516.1	9599237	9604261	+	5025	0	0	0	0	0	0	0	0
gene-LOC105278787	NC_039516.1	9604956	9631191	+	26236	0	0	0	0	0	0	0	0
gene-LOC105278781	NC_039516.1	9738514	9744881	+	6368	36	103	16	19	19	7	55	19
gene-LOC113562950	NC_039516.1	9760938	9772188	+	11251	5	13	3	1	2	2	0	1
gene-LOC105278794	NC_039516.1	9778476	9785937	-	7462	43	41	15	21	20	18	39	10
gene-LOC113562930	NC_039516.1	9784668	9785732	+	1065	0	0	0	0	0	0	0	0
gene-LOC105278778	NC_039516.1	9786811	9793048	+	6238	4671	4063	2705	2949	2923	2787	5309	4198
gene-LOC105278779	NC_039516.1	9793062	9796951	+	3890	58	51	32	53	26	24	48	35
gene-LOC105278775	NC_039516.1	9796166	9806239	-	10074	64	73	37	31	30	41	39	51
gene-LOC105278776	NC_039516.1	9806982	9859964	+	52983	298	208	272	321	298	205	316	167
gene-LOC109610932	NC_039516.1	9807908	9809126	-	1219	0	0	0	0	0	0	0	0
gene-LOC105278774	NC_039516.1	9872093	9882423	+	10331	3966	4223	1885	3785	2289	2849	3081	4660
gene-LOC105278773	NC_039516.1	9882544	9885149	-	2606	1892	1979	1105	1264	1206	1321	1846	1973
gene-LOC105278772	NC_039516.1	9885830	9888010	-	2181	4037	3264	2334	1971	2808	2387	4703	3637
gene-LOC105278769	NC_039516.1	9889521	9907237	-	17717	1755	1575	2003	1665	1314	1062	1721	1571
gene-LOC105278771	NC_039516.1	9900351	9910807	+	10457	571	642	366	297	411	426	670	570
gene-LOC105278768	NC_039516.1	9910800	9911823	-	1024	1321	1255	733	731	797	833	1447	1277
gene-LOC105278767	NC_039516.1	9912112	9914022	+	1911	4297	5745	2964	2816	2831	3197	3641	5675
gene-LOC105278766	NC_039516.1	9914571	9916997	-	2427	933	949	646	592	675	652	1054	983
gene-LOC105278765	NC_039516.1	9918267	9920045	+	1779	1472	1237	793	680	969	774	1770	1211
gene-LOC105278763	NC_039516.1	9926636	9937631	-	10996	146	128	118	107	134	99	158	113
gene-LOC105278764	NC_039516.1	9937946	9945316	-	7371	1040	853	805	796	835	700	1265	854
gene-LOC105278762	NC_039516.1	9945443	9949000	-	3558	1045	810	760	854	725	847	1221	969
gene-LOC105278761	NC_039516.1	9952544	9955043	-	2500	2340	2030	1134	1190	1260	1279	2492	2027
gene-LOC105278760	NC_039516.1	9956420	9957182	+	763	1014	789	570	452	598	522	1037	846
gene-LOC105278757	NC_039516.1	9957303	9963032	-	5730	344	438	235	375	309	278	426	424
gene-LOC105278756	NC_039516.1	9964716	9971479	+	6764	503	625	513	549	588	504	647	588
gene-LOC105278755	NC_039516.1	9973598	9983470	-	9873	10896	13850	8616	13432	12475	14066	12249	12704
gene-LOC105278754	NC_039516.1	9983489	9993098	-	9610	46	55	28	76	29	43	25	41
gene-LOC105278753	NC_039516.1	9993528	9995278	+	1751	6759	5985	3646	3099	4606	3651	7515	5956
gene-LOC105278750	NC_039516.1	9995311	10024859	-	29549	4711	4391	2676	2788	2888	2564	4866	3962
gene-LOC105278748	NC_039516.1	10085073	10184210	+	99138	812	644	771	1048	653	624	555	564
gene-LOC105278747	NC_039516.1	10184141	10185810	-	1670	128	71	162	146	129	126	97	76
gene-LOC105278745	NC_039516.1	10188469	10189752	+	1284	627	431	316	283	367	334	705	525
gene-LOC105278746	NC_039516.1	10189960	10192395	+	2436	597	537	285	336	302	355	603	610
gene-LOC105278744	NC_039516.1	10192997	10195995	-	2999	3044	2122	1737	1605	1826	1396	3361	1993
gene-LOC105278743	NC_039516.1	10198242	10211192	+	12951	1214	1145	1153	975	934	688	1206	938
gene-LOC113562983	NC_039516.1	10203002	10204603	-	1602	0	0	0	0	0	0	0	0
gene-LOC105278742	NC_039516.1	10214444	10247228	-	32785	211	206	192	207	162	154	264	212
gene-LOC105287447	NC_039516.1	10251143	10256122	-	4980	1914	1805	2010	2538	1295	1443	1505	1582
gene-LOC105278741	NC_039516.1	10260819	10267828	+	7010	3535	3186	2243	2487	2466	2073	4163	3157
gene-LOC105278740	NC_039516.1	10267798	10269388	-	1591	188	242	126	150	182	119	258	194
gene-LOC105278738	NC_039516.1	10269446	10272173	+	2728	1206	939	674	677	729	664	1134	1017
gene-LOC105278739	NC_039516.1	10271336	10275764	-	4429	6301	5703	3860	3545	3845	3443	6475	5909
gene-LOC109610930	NC_039516.1	10275727	10279672	+	3946	107	104	68	68	88	59	121	84
gene-LOC105278793	NC_039516.1	10280237	10290634	+	10398	1896	2014	1146	1200	1182	1211	1833	1725
gene-LOC105278736	NC_039516.1	10280398	10286207	+	5810	0	0	0	0	0	0	0	0
gene-LOC105278737	NC_039516.1	10283070	10284415	+	1346	0	0	0	0	0	0	0	0
gene-LOC105285307	NC_039516.1	10293114	10428177	+	135064	15204	15998	7653	8842	7931	6310	13693	12509
gene-LOC113562944	NC_039516.1	10311337	10313192	-	1856	0	0	0	0	0	0	0	0
gene-LOC113562945	NC_039516.1	10313745	10317164	-	3420	0	0	0	0	0	0	0	0
gene-LOC105285302	NC_039516.1	10429333	10486151	-	56819	4299	4444	3042	2884	3105	2781	4261	4040
gene-LOC105285303	NC_039516.1	10487187	10508979	+	21793	139	209	108	125	99	77	154	81
gene-LOC105285305	NC_039516.1	10518033	10533363	+	15331	29	57	17	38	15	20	27	30
gene-LOC109611346	NC_039516.1	10545508	10613633	+	68126	2744	1897	1605	2119	1434	1342	2355	1596
gene-LOC105285306	NC_039516.1	10594062	10742248	+	148187	19070	18203	16780	16537	17435	13160	19863	14579
gene-LOC113562931	NC_039516.1	10744050	10745323	-	1274	0	0	0	2	2	3	0	0
gene-LOC105285298	NC_039516.1	10750714	10760649	+	9936	2698	1546	1505	1335	1952	1029	3864	1357
gene-LOC109611347	NC_039516.1	10766050	10821736	+	55687	73	73	31	37	39	38	71	34
gene-Trnak-cuu-6	NC_039516.1	10818121	10818193	-	73	0	0	0	0	0	0	0	0
gene-LOC113562977	NC_039516.1	10822299	10920096	+	97798	579	597	296	312	339	254	423	418
gene-LOC105285293	NC_039516.1	10928542	10955691	+	27150	3799	2946	2253	2231	2188	2601	4531	3249
gene-LOC113562978	NC_039516.1	10931206	10941764	+	10559	0	0	0	0	0	0	0	0
gene-Trnar-ccu-2	NC_039516.1	10939176	10939248	-	73	0	0	0	0	0	0	0	0
gene-LOC105285295	NC_039516.1	10956278	10969884	+	13607	618	517	333	489	440	432	815	514
gene-LOC105285294	NC_039516.1	10961759	10962713	-	955	0	0	0	0	0	0	0	0
gene-LOC105285296	NC_039516.1	10969773	10971552	-	1780	3002	2452	1662	1320	2102	1694	3613	2511
gene-LOC105285292	NC_039516.1	10971882	10998662	+	26781	3438	2780	2074	2115	2286	1496	3804	2691
gene-LOC105285309	NC_039516.1	11000096	11012060	-	11965	249	191	193	199	244	148	270	203
gene-Trnac-gca-2	NC_039516.1	11057547	11057618	-	72	0	0	1	0	0	0	0	0
gene-LOC113562993	NC_039516.1	11062522	11062639	+	118	0	0	0	0	0	0	0	0
gene-LOC113562994	NC_039516.1	11063559	11063679	-	121	1	0	3	3	3	4	1	1
gene-Trnaa-agc-6	NC_039516.1	11064472	11064544	+	73	0	0	0	0	0	0	0	0
gene-Trnat-agu-4	NC_039516.1	11064866	11064939	+	74	0	0	1	1	0	0	0	0
gene-Trnap-agg-3	NC_039516.1	11066463	11066534	-	72	0	0	0	1	0	0	0	0
gene-Trnap-cgg-3	NC_039516.1	11066937	11067008	+	72	0	0	0	0	0	0	0	0
gene-LOC105285288	NC_039516.1	11067536	11076434	+	8899	9	9	15	19	14	14	9	8
gene-Trnap-agg-4	NC_039516.1	11072006	11072077	-	72	0	0	0	0	0	0	0	0
gene-LOC113562920	NC_039516.1	11073154	11074346	-	1193	0	0	0	0	0	0	0	0
gene-LOC105285308	NC_039516.1	11076615	11079055	+	2441	1	0	0	0	0	0	0	1
gene-LOC105285286	NC_039516.1	11080731	11084220	+	3490	1598	1230	951	1028	312	294	138	98
gene-LOC105285284	NC_039516.1	11088231	11092449	-	4219	461	374	438	567	565	522	627	376
gene-LOC105278731	NC_039516.1	11123337	11309137	+	185801	186	361	149	146	203	146	237	198
gene-Trnad-guc-6	NC_039516.1	11150705	11150776	-	72	0	0	0	0	0	0	0	0
gene-Trnam-cau-8	NC_039516.1	11295322	11295393	-	72	0	0	0	0	0	0	0	0
gene-LOC105278677	NC_039516.1	11309758	11312730	+	2973	796	676	426	420	528	460	835	710
gene-LOC105278678	NC_039516.1	11313251	11618228	-	304978	6740	5656	4467	5686	4931	3793	6987	4743
gene-LOC105278680	NC_039516.1	11645189	11647747	+	2559	1718	1575	987	883	1055	1056	1875	1676
gene-LOC105278681	NC_039516.1	11647758	11653686	-	5929	1596	1507	956	1315	1088	1153	1721	1573
gene-LOC105278676	NC_039516.1	11653903	11673444	-	19542	21	24	22	15	13	14	23	33
gene-LOC113562969	NC_039516.1	11673793	11674539	+	747	2	1	2	5	0	0	1	3
gene-LOC105278674	NC_039516.1	11676190	11683002	+	6813	6561	4420	2559	2947	2198	2241	5761	4882
gene-LOC105278730	NC_039516.1	11683391	11684245	+	855	39	32	48	61	25	33	25	24
gene-LOC105278675	NC_039516.1	11684241	11700106	+	15866	6691	6499	4936	4500	4283	3747	5617	4885
gene-LOC105278673	NC_039516.1	11702721	11703884	-	1164	1554	1353	836	818	1010	806	1830	1232
gene-LOC105278672	NC_039516.1	11703906	11705219	-	1314	459	394	231	263	311	263	639	404
gene-LOC105278669	NC_039516.1	11705645	11709866	+	4222	2439	2115	1241	1443	1297	1324	2682	2079
gene-LOC105278670	NC_039516.1	11709349	11712195	-	2847	525	417	287	285	347	293	622	420
gene-LOC105278671	NC_039516.1	11712282	11716884	+	4603	1372	781	939	1128	845	822	1130	958
gene-LOC105278668	NC_039516.1	11717735	11736366	-	18632	69	120	115	107	117	106	102	100
gene-LOC105278667	NC_039516.1	11736967	11745015	+	8049	7872	6576	4068	3799	6112	3858	9628	5707
gene-LOC105278666	NC_039516.1	11747670	11758010	-	10341	1450	1331	1066	1198	1052	1050	1664	1205
gene-LOC105278665	NC_039516.1	11758489	11763317	+	4829	1494	1445	950	885	1087	908	1617	1250
gene-LOC105278663	NC_039516.1	11762998	11767199	-	4202	1918	2601	1388	1445	1339	1748	2006	2427
gene-LOC105278664	NC_039516.1	11767627	11769514	+	1888	872	874	568	530	677	546	975	828
gene-LOC113562982	NC_039516.1	11769805	11770937	-	1133	1317	1147	785	726	779	767	1385	1061
gene-LOC105278662	NC_039516.1	11770707	11775127	-	4421	3893	3343	2031	2344	1929	2524	4153	3060
gene-LOC105278657	NC_039516.1	11775444	11780146	+	4703	3572	3237	2089	2069	2203	2081	4097	3156
gene-LOC105278658	NC_039516.1	11779949	11782332	-	2384	8	4	1	7	3	4	10	1
gene-LOC105278659	NC_039516.1	11782263	11786344	+	4082	113	94	78	49	33	10	51	36
gene-LOC105278661	NC_039516.1	11786023	11789785	-	3763	192	232	97	173	107	191	189	198
gene-LOC105278656	NC_039516.1	11790047	11792531	+	2485	1132	1220	523	651	460	601	947	955
gene-LOC105278655	NC_039516.1	11793099	11796559	+	3461	14092	9205	7872	5350	9724	5636	17443	9107
gene-LOC105278654	NC_039516.1	11796658	11798683	-	2026	1798	1568	919	884	995	878	1870	1581
gene-LOC105278648	NC_039516.1	11798925	11800776	+	1852	1313	1170	716	722	691	681	1251	1039
gene-LOC105278649	NC_039516.1	11803539	11809154	-	5616	515	531	383	412	364	309	594	446
gene-LOC105278650	NC_039516.1	11809266	11810162	-	897	1226	1047	734	595	878	661	1310	1120
gene-LOC105278651	NC_039516.1	11810272	11812461	+	2190	147	113	99	106	83	126	163	147
gene-LOC105278652	NC_039516.1	11810999	11825735	-	14737	2046	1820	1625	1460	1192	863	1621	1354
gene-LOC105278647	NC_039516.1	11827781	11829004	+	1224	1021	931	523	526	524	648	997	1082
gene-LOC105278645	NC_039516.1	11832205	11839015	+	6811	321	238	472	355	234	199	348	214
gene-LOC105278643	NC_039516.1	11845414	11848702	-	3289	7080	6421	2984	3029	2804	2879	6877	6635
gene-LOC105278641	NC_039516.1	11848879	11859722	+	10844	2372	2376	1225	1446	1374	1344	2377	2452
gene-LOC105278642	NC_039516.1	11859921	11864400	-	4480	1955	1473	1090	1199	1349	1132	2439	1387
gene-LOC105278639	NC_039516.1	11864883	11881475	-	16593	2574	2418	2135	2027	2087	1698	3003	2115
gene-LOC105278640	NC_039516.1	11881554	11883054	+	1501	2702	2099	1206	1000	1370	1094	3080	2106
gene-LOC105278638	NC_039516.1	11883977	11895077	-	11101	8313	9080	4446	5650	4713	5323	6903	8237
gene-LOC105278636	NC_039516.1	11895581	11898837	+	3257	8836	7546	4919	4477	5696	5459	10182	7805
gene-LOC105278637	NC_039516.1	11898337	11901693	-	3357	1685	1172	818	757	1003	825	1853	1254
gene-LOC109610637	NC_039516.1	11901946	11904787	-	2842	11097	10370	6077	5303	7191	5661	12984	10231
gene-LOC105278634	NC_039516.1	11905078	11910781	+	5704	650	687	379	478	417	562	838	805
gene-LOC105278633	NC_039516.1	11905369	11906349	-	981	0	0	0	0	0	0	0	0
gene-LOC105278635	NC_039516.1	11909074	11911608	-	2535	125	92	88	101	117	75	154	92
gene-LOC105278632	NC_039516.1	11912128	11915751	+	3624	2251	1937	1283	1308	1377	1144	2431	1631
gene-LOC105278728	NC_039516.1	11916015	11923351	+	7337	1854	1583	1116	1243	1203	964	2190	1397
gene-LOC105280568	NC_039516.1	11924101	11928020	-	3920	3290	2722	1653	1652	1992	1943	3783	2695
gene-LOC105280567	NC_039516.1	11928140	11929459	+	1320	1465	1413	886	775	941	845	1472	1475
gene-LOC105280569	NC_039516.1	11929798	11934846	-	5049	5749	5666	3340	4073	4410	4373	6942	5917
gene-LOC105280571	NC_039516.1	11935329	11937039	+	1711	2030	1865	1119	921	1166	1266	2119	1944
gene-LOC105280570	NC_039516.1	11937038	11939085	-	2048	2721	2984	1579	1585	1687	1966	2941	3061
gene-LOC113562962	NC_039516.1	11939531	11949022	+	9492	4	1	1	8	3	1	4	3
gene-LOC105280572	NC_039516.1	11953440	11958991	+	5552	59	10	11	7	10	7	40	15
gene-LOC105280573	NC_039516.1	11965333	11969123	+	3791	313	189	168	175	201	154	272	177
gene-LOC105280575	NC_039516.1	11969500	11973766	-	4267	1379	1110	724	943	926	824	1392	1107
gene-LOC105280577	NC_039516.1	11992040	11993241	+	1202	14	14	13	13	9	10	13	17
gene-LOC105280576	NC_039516.1	11993145	11996802	-	3658	763	828	478	400	523	525	884	860
gene-LOC105280578	NC_039516.1	11999187	12001689	+	2503	1501	1379	886	797	931	985	1624	1316
gene-LOC105280579	NC_039516.1	12001221	12003327	-	2107	1691	1388	784	733	892	938	1795	1436
gene-LOC105280580	NC_039516.1	12004149	12007130	+	2982	659	731	412	456	473	508	895	812
gene-LOC105280584	NC_039516.1	12007270	12009732	+	2463	193	193	106	163	76	131	192	214
gene-LOC105280583	NC_039516.1	12009663	12011157	-	1495	29	43	21	32	26	31	30	57
gene-LOC105280581	NC_039516.1	12011046	12014824	+	3779	1839	2330	979	1360	948	1518	1671	2269
gene-LOC105280585	NC_039516.1	12014752	12024825	-	10074	2855	3334	2596	2912	2363	2722	2751	2634
gene-LOC105280587	NC_039516.1	12025301	12030535	+	5235	167	200	134	127	131	141	218	227
gene-LOC105280588	NC_039516.1	12030635	12031801	+	1167	20	17	22	26	22	20	19	10
gene-LOC113562970	NC_039516.1	12054777	12055451	-	675	0	1	0	0	0	0	0	0
gene-LOC105275213	NC_039516.1	12066984	12069969	-	2986	153	137	180	234	387	423	164	115
gene-LOC105275216	NC_039516.1	12070267	12072738	+	2472	4768	4382	2951	2636	3279	3112	5109	4519
gene-LOC105275215	NC_039516.1	12072360	12073948	-	1589	30	33	22	17	23	21	30	27
gene-Trnac-gca-3	NC_039516.1	12073275	12073346	-	72	0	0	0	0	0	0	0	0
gene-LOC105275221	NC_039516.1	12073952	12081957	+	8006	381	367	223	237	219	221	294	308
gene-LOC105275220	NC_039516.1	12082093	12085863	+	3771	12897	12524	7023	6530	7722	8843	13110	12810
gene-LOC105275219	NC_039516.1	12085767	12086763	-	997	3557	3204	1947	1698	2292	2029	3645	3183
gene-LOC105275218	NC_039516.1	12086754	12090021	+	3268	2808	2609	1758	1863	1850	1946	3140	2588
gene-LOC105275217	NC_039516.1	12089424	12095283	-	5860	5380	5604	2629	3409	2675	3439	4746	5586
gene-LOC105275225	NC_039516.1	12095420	12103883	-	8464	1717	928	851	1094	1304	649	2317	963
gene-LOC105275224	NC_039516.1	12100628	12102172	+	1545	0	0	0	0	0	0	0	0
gene-LOC105275223	NC_039516.1	12104816	12108596	+	3781	830	709	1098	1265	1426	1636	719	471
gene-LOC105275226	NC_039516.1	12110421	12116572	+	6152	5430	6027	2789	3026	2910	3235	5002	5989
gene-LOC105275227	NC_039516.1	12116765	12121132	+	4368	813	827	492	540	599	458	1047	626
gene-LOC105275231	NC_039516.1	12121205	12122474	-	1270	1113	964	633	522	642	545	1103	954
gene-LOC105275230	NC_039516.1	12122632	12149093	+	26462	13454	15336	9257	11778	8271	11844	12626	15495
gene-LOC105275229	NC_039516.1	12148245	12151599	-	3355	864	1068	661	795	833	1004	1417	1720
gene-LOC105275234	NC_039516.1	12151722	12155740	+	4019	2398	2325	2067	1801	2569	2040	3465	2208
gene-LOC105275233	NC_039516.1	12155887	12158867	-	2981	852	848	674	677	772	605	958	715
gene-LOC105275232	NC_039516.1	12159221	12162705	-	3485	2620	2126	1759	1716	2133	1691	2575	1842
gene-LOC105275235	NC_039516.1	12176760	12212521	-	35762	1690	1769	1247	1202	1671	1053	1855	1290
gene-LOC105275238	NC_039516.1	12220439	12224409	+	3971	199	136	166	53	175	76	296	127
gene-LOC105275237	NC_039516.1	12224517	12229283	+	4767	266	188	174	117	159	81	244	146
gene-LOC105275236	NC_039516.1	12229151	12233359	-	4209	4392	1323	3313	937	3186	810	5122	1011
gene-LOC105275251	NC_039516.1	12234278	12237926	+	3649	0	5	1	1	0	0	0	0
gene-LOC105275250	NC_039516.1	12237414	12237785	-	372	0	0	0	0	0	0	0	0
gene-LOC105275249	NC_039516.1	12238794	12241487	+	2694	1	3	0	3	5	6	5	4
gene-LOC105275247	NC_039516.1	12242339	12251405	+	9067	172	185	59	166	69	136	149	135
gene-LOC105275246	NC_039516.1	12244942	12245604	-	663	0	0	0	0	0	0	0	0
gene-LOC105275245	NC_039516.1	12245816	12247664	+	1849	0	0	0	0	0	0	0	0
gene-LOC105275244	NC_039516.1	12246591	12247426	-	836	0	0	0	0	0	0	0	0
gene-LOC105275239	NC_039516.1	12252012	12254888	+	2877	2921	2556	1564	1226	4256	3282	5750	3543
gene-LOC105275253	NC_039516.1	12257014	12268996	-	11983	12051	13064	8392	8655	9162	9078	13259	11982
gene-LOC105275254	NC_039516.1	12269124	12271028	-	1905	5538	5220	2956	2656	3580	3275	6030	5174
gene-LOC105275255	NC_039516.1	12271225	12274110	-	2886	1751	1787	934	867	1128	1051	2113	1828
gene-LOC105275256	NC_039516.1	12274325	12276378	-	2054	4415	3732	2663	2022	2842	2229	4689	3319
gene-LOC105275257	NC_039516.1	12276535	12280125	+	3591	2420	2057	1317	1375	1594	1300	2938	2119
gene-LOC105275258	NC_039516.1	12280206	12283739	-	3534	2374	1875	1211	1345	1567	1352	2686	2207
gene-LOC105275259	NC_039516.1	12284443	12285575	+	1133	2974	4021	2114	1815	2034	2367	2716	3768
gene-LOC105275262	NC_039516.1	12285767	12291586	-	5820	5174	5116	2498	2960	2753	3050	4755	5333
gene-LOC105275261	NC_039516.1	12292020	12296396	+	4377	1435	1571	1463	1469	1928	2049	2620	2123
gene-LOC105275263	NC_039516.1	12296505	12297903	+	1399	1884	1662	920	1054	1170	1127	2156	1903
gene-LOC105275265	NC_039516.1	12297988	12300004	-	2017	2174	2118	1366	1331	1470	1309	2641	2104
gene-LOC105275264	NC_039516.1	12300144	12302800	-	2657	1823	1489	991	1016	1122	948	1922	1549
gene-LOC105275266	NC_039516.1	12303066	12305217	-	2152	13278	10000	8048	7141	11535	9495	15931	11234
gene-LOC105275269	NC_039516.1	12305450	12307069	-	1620	1992	1100	1211	690	1831	695	2349	951
gene-LOC105275270	NC_039516.1	12307603	12308894	+	1292	4626	3810	2650	2001	3048	2345	5168	3639
gene-LOC105275272	NC_039516.1	12310788	12337831	+	27044	7927	6396	6418	5352	5751	3920	8896	5533
gene-LOC105275271	NC_039516.1	12317790	12319250	-	1461	0	0	0	0	0	0	0	0
gene-LOC105275273	NC_039516.1	12337925	12338859	-	935	1358	1120	705	631	861	671	1631	1052
gene-LOC105275276	NC_039516.1	12339063	12340150	-	1088	1095	845	640	485	832	634	1361	976
gene-LOC105275275	NC_039516.1	12340434	12343550	+	3117	2906	2783	1400	1758	1438	1713	2712	2831
gene-LOC105275274	NC_039516.1	12343572	12347986	-	4415	6336	7402	2989	3777	3517	4542	6085	7083
gene-LOC105275277	NC_039516.1	12348378	12351450	+	3073	3773	3921	2534	2042	2619	2592	4289	4335
gene-LOC105275282	NC_039516.1	12370694	12381266	-	10573	3092	2841	2426	2519	2545	2343	2823	2684
gene-LOC105275281	NC_039516.1	12381288	12383654	+	2367	2671	2463	1287	1263	1250	1273	2599	2287
gene-LOC105275280	NC_039516.1	12383905	12390564	+	6660	130	139	111	123	63	72	114	108
gene-LOC105275283	NC_039516.1	12394272	12414117	-	19846	11911	11384	9682	9517	9800	7898	12687	9121
gene-LOC105275288	NC_039516.1	12414208	12416304	-	2097	361	370	358	349	379	333	270	204
gene-LOC105275287	NC_039516.1	12416451	12465555	+	49105	669	662	578	701	584	538	735	592
gene-LOC105275286	NC_039516.1	12426168	12447769	-	21602	0	0	0	0	0	0	0	0
gene-LOC105275285	NC_039516.1	12463998	12487760	-	23763	396	563	204	345	193	222	276	346
gene-LOC113562979	NC_039516.1	12488862	12491696	+	2835	4	12	3	4	3	6	5	4
gene-LOC105275289	NC_039516.1	12492761	12495236	+	2476	15	16	9	13	8	20	11	24
gene-LOC105275291	NC_039516.1	12495703	12528394	+	32692	2048	2167	1981	1788	1764	1449	2079	1817
gene-LOC105275293	NC_039516.1	12537898	12603186	-	65289	7224	5802	4731	5777	6661	5187	9866	4759
gene-LOC105275294	NC_039516.1	12604971	12609792	-	4822	1587	1344	881	1058	938	1247	1669	1604
gene-LOC105275295	NC_039516.1	12609988	12613353	-	3366	1763	2222	1079	1010	1102	1142	1648	2139
gene-LOC105275296	NC_039516.1	12613810	12616760	+	2951	5294	4090	2912	2394	3701	2494	6518	3936
gene-LOC105275299	NC_039516.1	12618677	12629890	-	11214	3559	3133	2525	2609	2767	2145	4022	2387
gene-LOC105275298	NC_039516.1	12630437	12634106	+	3670	5559	5853	2796	2987	2998	3128	5862	6063
gene-LOC109610719	NC_039516.1	12636046	12638212	+	2167	37	25	9	17	20	12	46	30
gene-LOC105275297	NC_039516.1	12669272	12681123	-	11852	71	136	53	76	41	63	59	83
gene-LOC105275300	NC_039516.1	12765040	12780310	+	15271	1806	2075	1279	1155	1284	989	1919	1880
gene-LOC105275301	NC_039516.1	12796086	12807422	-	11337	8449	6407	4045	4027	4990	3606	9596	7183
gene-LOC105275303	NC_039516.1	12808105	12816521	+	8417	51	23	19	22	31	10	44	33
gene-LOC113562971	NC_039516.1	12816548	12817408	+	861	6	4	0	1	4	6	3	2
gene-LOC105275389	NC_039516.1	12817472	12819269	+	1798	218	162	155	121	137	118	225	132
gene-LOC105275302	NC_039516.1	12819114	12820540	-	1427	1448	1364	837	787	933	905	1547	1374
gene-LOC113562972	NC_039516.1	12821943	12824068	-	2126	21	56	21	26	27	41	34	64
gene-LOC105275306	NC_039516.1	12822816	12826335	+	3520	181	257	115	157	129	171	173	242
gene-LOC105275304	NC_039516.1	12826371	12834844	-	8474	610	319	761	849	398	385	424	350
gene-LOC105275307	NC_039516.1	12834895	12836314	-	1420	944	896	481	376	515	443	1075	807
gene-LOC105275310	NC_039516.1	12841340	12848323	+	6984	3317	2521	1991	2522	2258	2014	3834	2730
gene-LOC105275309	NC_039516.1	12848338	12868033	-	19696	574	473	724	804	1141	1137	1494	1112
gene-LOC105275308	NC_039516.1	12852463	12867239	+	14777	0	0	0	0	0	0	0	0
gene-LOC105275311	NC_039516.1	12868309	12873934	-	5626	7515	4710	3653	3160	5172	3569	9649	5035
gene-LOC105275312	NC_039516.1	12874075	12876030	-	1956	1854	1623	969	776	1111	999	2245	1680
gene-LOC105275313	NC_039516.1	12876705	12883848	+	7144	691	404	485	567	434	408	714	498
gene-LOC105275314	NC_039516.1	12883875	12885363	+	1489	2148	2034	1144	1115	1364	1247	2254	1868
gene-LOC105275315	NC_039516.1	12885971	12888764	-	2794	13651	12775	7046	6606	7008	8170	12583	13691
